Abundance_Controls,frac_aa_A,frac_aa_F,frac_aa_K,frac_aa_N,molecular_weight,gravy,fraction_exposed_polar_total,rsa_std,fraction_exposed_exposed_C,fraction_exposed_exposed_E,fraction_exposed_exposed_F,nsp_secondary_structure_coil,nsp_secondary_structure_sheet,Zeta Potential,Dh_functionalized,NP_incubation Concentration (mg/mL),Incubation Concentration (mg/ml),Abundance,NPUNID,Entry
0.0526721153550325,0.09439124487004104,0.04377564979480164,0.0560875512995896,0.03283173734610123,80729.70060000046,-0.4454172366621059,0.7879616963064295,0.237,0.0,0.09595959595959595,0.0101010101010101,0.469,0.272,-49,229,5.0,4,2.748143768300807,20,Q3SX14
3.97818750745931e-05,0.06367041198501873,0.05056179775280899,0.08052434456928839,0.04119850187265917,60681.15210000006,-0.3664794007490636,0.7752808988764045,0.241,0.0,0.1042944785276074,0.01533742331288344,0.468,0.09,-63,221,4.0,40,0.0096866734059594,18,Q5E9R3
0.000737817047440535,0.08823529411764706,0.03267973856209151,0.03758169934640523,0.02777777777777778,67159.63620000028,-0.3790849673202606,0.7140522875816994,0.239,0.01240694789081886,0.06699751861042183,0.01985111662531017,0.67,0.27,-42,149,5.0,4,0.2633249828700217,19,P98140
0.0243379143542086,0.05502392344497608,0.05023923444976076,0.06937799043062201,0.04545454545454546,46963.37470000004,-0.1643540669856462,0.84688995215311,0.256,0.008658008658008658,0.1125541125541126,0.0,0.443,0.299,12,291,5.0,40,0.0326232562111973,32,A6QPQ2
3.97818750745931e-05,0.08441558441558442,0.05844155844155844,0.07142857142857142,0.02597402597402598,17065.65509999999,-0.2487012987012987,0.6233766233766234,0.19,0.007518796992481203,0.03759398496240601,0.06015037593984962,0.747,0.0,-49,229,5.0,4,0.001256111433401,20,P07455
3.97818750745931e-05,0.05617977528089887,0.05056179775280899,0.101123595505618,0.05617977528089887,20546.44059999999,-0.6050561797752813,0.7696629213483146,0.183,0.0,0.1008403361344538,0.008403361344537815,0.562,0.006,-42,149,5.0,4,0.000677268385121,19,Q3T035
0.00283929633618224,0.0472972972972973,0.03828828828828829,0.06756756756756757,0.06081081081081081,50243.48500000004,-0.5668918918918924,0.7432432432432432,0.219,0.01886792452830189,0.07232704402515723,0.02515723270440252,0.601,0.133,39,282,5.0,40,0.0289189345147758,27,P12799
0.0184262933668031,0.04444444444444445,0.02991452991452992,0.04871794871794872,0.06495726495726496,129532.6465000004,-0.7239316239316238,0.7931623931623931,0.218,0.01291248206599713,0.06456241032998565,0.01004304160688666,0.666,0.25,-49,229,5.0,4,0.5601547937724662,20,Q28178
3.97818750745931e-05,0.05204460966542751,0.02478314745972739,0.06071871127633209,0.02106567534076828,90975.52810000065,-0.5944237918215608,0.7496902106567535,0.205,0.0145985401459854,0.1186131386861314,0.01824817518248175,0.69,0.278,29,288,5.0,40,0.0051237302412653,29,Q9GLX9
3.97818750745931e-05,0.08906882591093117,0.02884615384615385,0.09767206477732794,0.04048582995951417,229096.540200001,-0.8587044534413008,0.7510121457489879,0.206,0.002582311168495804,0.1730148482892188,0.01355713363460297,0.211,0.048,39,282,5.0,4,0.0132125892570701,22,Q27991
0.232006736352292,0.05256241787122207,0.02759526938239159,0.06964520367936924,0.03679369250985545,85365.36060000042,-0.462155059132719,0.8107752956636005,0.24,0.006681514476614699,0.1069042316258352,0.008908685968819599,0.568,0.242,-63,221,4.0,40,0.0159125440987775,18,P81187
0.387476893391423,0.07625272331154684,0.0457516339869281,0.05664488017429194,0.03485838779956427,52208.66320000005,-0.4335511982570802,0.7734204793028322,0.241,0.01449275362318841,0.07608695652173914,0.003623188405797101,0.614,0.32,-12,271,5.0,40,0.1360742875204159,25,Q3SZV7
3.97818750745931e-05,0.03783783783783784,0.05135135135135135,0.0918918918918919,0.07837837837837838,42118.58670000002,-0.2256756756756759,0.7945945945945946,0.252,0.009174311926605505,0.06880733944954129,0.05045871559633028,0.808,0.138,-49,229,5.0,4,0.001970214288575,20,Q3ZBN5
0.0108748141281231,0.02950819672131148,0.03442622950819672,0.06393442622950819,0.03606557377049181,68885.73830000016,-0.3767213114754099,0.7262295081967213,0.21,0.006578947368421052,0.1052631578947368,0.03070175438596491,0.611,0.32,-12,271,5.0,4,0.8522629272437348,24,Q28065
3.97818750745931e-05,0.1262135922330097,0.03883495145631068,0.04854368932038835,0.06796116504854369,12216.79389999999,-0.6271844660194176,0.6116504854368932,0.173,0.01030927835051546,0.09278350515463918,0.04123711340206185,0.689,0.0,29,288,5.0,40,0.0046609911073549,29,P07507
0.00196619963362567,0.0642570281124498,0.04417670682730924,0.0642570281124498,0.06024096385542169,26470.62420000001,-0.403212851405623,0.6305220883534136,0.243,0.02061855670103093,0.08247422680412371,0.0154639175257732,0.707,0.149,-42,149,5.0,4,0.0018249117418106,19,O02659
3.97818750745931e-05,0.05298013245033113,0.05298013245033113,0.05960264900662252,0.05298013245033113,16929.8755,-0.3887417218543046,0.8013245033112583,0.253,0.01020408163265306,0.163265306122449,0.01020408163265306,0.364,0.073,-42,151,5.0,40,0.0294423520533067,28,P60661
0.00413334619983614,0.04,0.06,0.08,0.04,5983.862299999999,-0.568,0.48,0.126,0.0,0.1,0.06,0.82,0.04,-12,271,5.0,40,0.0107162045195259,25,P56651
0.0100288352343952,0.06038647342995169,0.05314009661835749,0.06280193236714976,0.04589371980676329,46389.43060000006,-0.1722222222222226,0.8647342995169082,0.257,0.00904977375565611,0.1312217194570136,0.004524886877828055,0.437,0.302,-49,218,5.0,40,0.0040835175543794,26,A2I7N2
3.97818750745931e-05,0.05763688760806916,0.02665706051873199,0.1059077809798271,0.04971181556195965,160797.9039000007,-0.8392651296829984,0.7485590778097982,0.206,0.00980392156862745,0.1354723707664884,0.01336898395721925,0.32,0.075,12,229,5.0,40,0.0028756910046853,33,Q28021
0.0576825952466804,0.07650273224043716,0.06557377049180328,0.06010928961748634,0.04918032786885246,21068.4104,-0.5469945355191259,0.825136612021858,0.231,0.03539823008849557,0.09734513274336283,0.01769911504424779,0.47,0.393,-12,271,5.0,4,0.102740671829507,24,P18902
3.97818750745931e-05,0.06796116504854369,0.01941747572815534,0.1067961165048544,0.01941747572815534,11367.20309999999,-0.521359223300971,0.6990291262135923,0.247,0.0,0.05333333333333334,0.02666666666666667,0.427,0.01,-11,316,5.0,40,0.0050250967930014,23,P62803
0.462608016497444,0.1408450704225352,0.04929577464788732,0.07746478873239436,0.02112676056338028,15184.17599999998,0.02746478873239429,0.7746478873239436,0.249,0.0,0.06097560975609756,0.0,0.239,0.0,-7,266,2.4,40,39.94909958912174,34,P01966
0.0163137072927938,0.03508771929824561,0.03508771929824561,0.07894736842105263,0.08771929824561403,38755.9688,-0.2590643274853803,0.8157894736842105,0.259,0.009950248756218905,0.0845771144278607,0.01492537313432836,0.807,0.123,-42,151,5.0,40,0.0186166384639546,28,Q05443
3.97818750745931e-05,0.07155963302752294,0.009174311926605505,0.06605504587155964,0.03669724770642202,60585.24510000015,-0.2739449541284408,0.8770642201834863,0.237,0.006920415224913495,0.1349480968858132,0.006920415224913495,0.404,0.128,-42,151,5.0,40,0.0008594483424928,28,Q3T0K2
3.97818750745931e-05,0.1145038167938931,0.05343511450381679,0.06870229007633588,0.04580152671755725,14723.35269999998,-0.7541984732824428,0.5877862595419847,0.14,0.008403361344537815,0.04201680672268908,0.05882352941176471,0.489,0.0,-7,266,2.4,40,0.0407367823376988,35,Q8SQ28
0.000234776389055394,0.09782608695652174,0.03260869565217391,0.05434782608695652,0.04347826086956522,10280.8229,-0.1010869565217391,0.6630434782608695,0.236,0.01388888888888889,0.08333333333333333,0.02777777777777778,0.663,0.174,-49,229,5.0,4,0.0255956962147048,20,P82943
0.0186131204946751,0.03141361256544502,0.03664921465968586,0.05759162303664921,0.01570680628272251,20645.73930000001,-0.2151832460732984,0.6544502617801047,0.253,0.02222222222222222,0.06666666666666667,0.0,0.681,0.319,-63,221,4.0,4,0.0097402377491776,17,Q2KIT0
0.0207375675836061,0.103960396039604,0.03465346534653466,0.08415841584158416,0.0297029702970297,22144.0982,-0.2366336633663366,0.6831683168316832,0.264,0.02040816326530612,0.09523809523809523,0.006802721088435374,0.564,0.188,-42,149,5.0,4,1.075040543674314,19,Q2KIS7
3.97818750745931e-05,0.0787037037037037,0.05092592592592592,0.08333333333333333,0.04629629629629629,24422.80320000001,-0.2657407407407409,0.7314814814814815,0.257,0.0,0.08955223880597014,0.02985074626865672,0.481,0.204,-12,271,5.0,40,0.0141035569625126,25,Q3T054
0.0837674772345288,0.06456953642384106,0.05960264900662252,0.08443708609271523,0.05298013245033113,69561.14970000021,-0.3930463576158932,0.8410596026490066,0.213,0.0,0.1588235294117647,0.02941176470588235,0.326,0.0,-49,218,5.0,40,0.0266246569907147,26,G3MYZ3
0.0186131204946751,0.03141361256544502,0.03664921465968586,0.05759162303664921,0.01570680628272251,20645.73930000001,-0.2151832460732984,0.6544502617801047,0.253,0.02222222222222222,0.06666666666666667,0.0,0.681,0.319,39,282,5.0,40,0.0058212108033199,27,Q2KIT0
0.000737817047440535,0.08823529411764706,0.03267973856209151,0.03758169934640523,0.02777777777777778,67159.63620000028,-0.3790849673202606,0.7140522875816994,0.239,0.01240694789081886,0.06699751861042183,0.01985111662531017,0.67,0.27,29,226,5.0,4,0.0030188117671423,21,P98140
0.357467915843436,0.09453781512605042,0.04831932773109244,0.03781512605042017,0.03361344537815126,51423.51240000007,0.1065126050420165,0.7542016806722689,0.249,0.007092198581560284,0.07092198581560284,0.01773049645390071,0.481,0.229,-42,151,5.0,40,0.1249389200140183,28,P01017
3.97818750745931e-05,0.04878048780487805,0.04065040650406504,0.06504065040650407,0.07046070460704607,41589.5618,-0.2151761517615179,0.7642276422764228,0.259,0.0,0.0730593607305936,0.0273972602739726,0.829,0.125,-12,271,5.0,40,0.0263508362152828,25,P21809
3.97818750745931e-05,0.06303724928366762,0.03724928366762178,0.06876790830945559,0.02005730659025788,37923.86120000004,-0.1931232091690545,0.6504297994269341,0.213,0.03333333333333333,0.06296296296296296,0.02592592592592593,0.659,0.335,-63,221,4.0,4,0.0003582681247506,17,O18739
0.00715494513673731,0.06878306878306878,0.04232804232804233,0.0582010582010582,0.06878306878306878,21401.34720000002,-0.070899470899471,0.6825396825396826,0.268,0.0,0.1181102362204724,0.04724409448818898,0.534,0.349,29,226,5.0,4,0.0400208834759944,21,Q32KY0
0.00576376908056555,0.1145833333333333,0.05208333333333334,0.08333333333333333,0.0,10691.9945,-0.3520833333333332,0.5208333333333334,0.127,0.0,0.07291666666666667,0.05208333333333334,0.708,0.0,39,282,5.0,4,0.025304617949957,22,P19035
0.00384624157318387,0.07027027027027027,0.04864864864864865,0.03243243243243243,0.03063063063063063,62126.16340000023,-0.05549549549549545,0.7765765765765765,0.225,0.006042296072507553,0.07854984894259819,0.01812688821752266,0.479,0.205,39,282,5.0,4,0.5394363429044601,22,A7E3W2
0.000301167811591694,0.07537688442211055,0.06030150753768844,0.07035175879396985,0.03015075376884422,21945.7257,-0.1080402010050251,0.8391959798994975,0.244,0.02127659574468085,0.1170212765957447,0.0425531914893617,0.477,0.216,29,288,5.0,40,0.0013814036812859,29,Q9BGI3
3.97818750745931e-05,0.05110497237569061,0.03591160220994475,0.1035911602209945,0.03729281767955801,83252.18420000031,-0.6785911602209932,0.861878453038674,0.244,0.0,0.2121212121212121,0.01165501165501166,0.456,0.186,-42,151,5.0,40,0.0839073802873585,28,Q76LV1
0.00900492053107607,0.09774436090225563,0.01640464798359535,0.03896103896103896,0.01982228298017772,138936.8465000008,-0.7985645933014373,0.4764183185235817,0.211,0.005756578947368421,0.0625,0.01398026315789474,0.916,0.066,-63,221,4.0,40,0.0020312496266126,18,P02453
3.97818750745931e-05,0.1,0.03636363636363636,0.07727272727272727,0.04090909090909091,24354.99320000001,-0.1586363636363636,0.7,0.225,0.01986754966887417,0.06622516556291391,0.01986754966887417,0.609,0.291,-49,229,5.0,4,0.0026203279032122,20,P16368
1.12080321983248,0.05907172995780591,0.04641350210970464,0.08227848101265822,0.03586497890295359,53341.49400000005,-0.3343881856540085,0.8438818565400844,0.219,0.0,0.137546468401487,0.007434944237918215,0.314,0.0,-7,266,2.4,40,0.0895465615773771,35,Q3MHN5
3.97818750745931e-05,0.06796116504854369,0.01941747572815534,0.1067961165048544,0.01941747572815534,11367.20309999999,-0.521359223300971,0.6990291262135923,0.247,0.0,0.05333333333333334,0.02666666666666667,0.427,0.01,39,282,5.0,4,0.0006228121301098,22,P62803
3.97818750745931e-05,0.05555555555555555,0.02083333333333333,0.04861111111111111,0.04166666666666666,16478.65749999998,-0.4215277777777777,0.6527777777777778,0.227,0.0,0.07079646017699115,0.0,0.639,0.243,-12,271,5.0,4,0.0157040968037863,24,P33046
3.97818750745931e-05,0.1088180112570356,0.02814258911819887,0.04878048780487805,0.0375234521575985,56450.90440000011,0.1621013133208254,0.801125703564728,0.241,0.01476014760147601,0.08856088560885608,0.02214022140221402,0.441,0.218,-7,266,2.4,40,0.0162605856240845,34,Q5EAD2
3.00508221488159,0.06393442622950819,0.04426229508196721,0.06885245901639345,0.03770491803278689,68586.93790000016,-0.2822950819672128,0.8475409836065574,0.214,0.0,0.1517857142857143,0.01785714285714286,0.351,0.002,-7,266,2.4,40,0.1314597982594846,34,Q3SZ57
1.10549893907533,0.05900060204695966,0.0325105358217941,0.07405177603853101,0.03913305237808549,187250.9547999997,-0.3488260084286561,0.8296207104154124,0.231,0.004136504653567736,0.1065149948293692,0.01344364012409514,0.477,0.345,-12,271,5.0,4,2.418831271941794,24,Q2UVX4
3.97818750745931e-05,0.09887005649717515,0.03954802259887006,0.07768361581920905,0.04096045197740113,78055.51820000044,-0.2892655367231637,0.8389830508474576,0.243,0.01385041551246537,0.09141274238227147,0.0110803324099723,0.497,0.165,-42,151,5.0,40,0.0057846246429789,28,P24627
0.00981991190345152,0.06746031746031746,0.03571428571428571,0.03306878306878307,0.05687830687830688,82361.6344000004,-0.6763227513227503,0.7380952380952381,0.22,0.01330376940133038,0.05543237250554324,0.01995565410199556,0.706,0.204,29,288,5.0,40,0.0018495500337148,29,P35445
0.000378215434608697,0.0,0.0,0.0,0.0,0.0,0.0,0.7654867256637168,0.248,0.007751937984496124,0.1317829457364341,0.0310077519379845,0.544,0.177,-7,266,2.4,40,0.048095487798088,34,P37141
0.00493105693774987,0.05098855359001041,0.03850156087408949,0.03329864724245578,0.06139438085327784,105973.3503000006,-0.5217481789802282,0.7513007284079084,0.222,0.01721170395869191,0.05335628227194492,0.02409638554216868,0.678,0.242,-42,151,5.0,40,0.0622036148417422,28,Q3SWW8
0.0529479107062413,0.06622516556291391,0.04856512141280353,0.06070640176600441,0.04525386313465784,101235.4810000005,-0.2780353200882996,0.804635761589404,0.232,0.00375234521575985,0.07879924953095685,0.01125703564727955,0.509,0.321,29,288,5.0,40,0.2400117299035115,29,Q0VCM5
0.0372600982963244,0.04065040650406504,0.03739837398373984,0.06666666666666667,0.04227642276422764,67011.37560000035,-0.8297560975609737,0.624390243902439,0.147,0.008741258741258742,0.07167832167832168,0.03496503496503497,0.761,0.046,29,288,5.0,40,0.0611578293362034,29,P02672
0.0838256377639182,0.05397727272727273,0.04545454545454546,0.06534090909090909,0.04261363636363636,39234.38619999996,-0.3340909090909095,0.7357954545454546,0.236,0.008403361344537815,0.1176470588235294,0.01260504201680672,0.588,0.287,12,291,5.0,40,7.241974213093736,32,P00978
3.97818750745931e-05,0.07364341085271318,0.01162790697674419,0.05426356589147287,0.01937984496124031,27889.77530000002,-0.482558139534884,0.6511627906976745,0.215,0.02463054187192118,0.09852216748768473,0.009852216748768473,0.733,0.093,-12,271,5.0,40,0.0605210486115441,25,Q05716
0.000136065762269546,0.0496,0.0464,0.056,0.04,69870.93280000023,-0.2678400000000004,0.8208,0.23,0.008571428571428572,0.08857142857142856,0.03142857142857143,0.589,0.312,-11,316,5.0,40,0.3651232561183629,23,Q5NTB3
