Intensity 31_200_PS Carb_10	Intensity 32_200_PS Carb_100	Intensity 33_small_Citrate_10	Intensity 34_large_Citrate_10	Intensity 35_small_PEI_10	Intensity 36_large_PEI_10	Intensity 37_large_PVP@AU_100	Intensity 38_small_PVP@AU_10	Intensity 39_small_PVP@AU_100	Intensity 40_large_Citrate_100	Intensity 41_large_PEI_100	Intensity 42_small_Citrate_100	Intensity 43_small_PEI_100	Intensity 44_large_PVP@AU_10	Intensity 45_large_PEG@Au_100	Intensity 46_large_PEI@Au_100	Intensity 47_small_PEI@Au_100	Intensity 48_200_PS Carb@ PEG_100	Intensity 49_200_PS Carb@ PEG_100	Intensity 50_FBS	Intensity 51_SPQC1	Intensity 52_SPQC2	Intensity 53_SPQC3	iBAQ 31_200_PS Carb_10	iBAQ 32_200_PS Carb_100	iBAQ 33_small_Citrate_10	iBAQ 34_large_Citrate_10	iBAQ 35_small_PEI_10	iBAQ 36_large_PEI_10	iBAQ 37_large_PVP@AU_100	iBAQ 38_small_PVP@AU_10	iBAQ 39_small_PVP@AU_100	iBAQ 40_large_Citrate_100	iBAQ 41_large_PEI_100	iBAQ 42_small_Citrate_100	iBAQ 43_small_PEI_100	iBAQ 44_large_PVP@AU_10	iBAQ 45_large_PEG@Au_100	iBAQ 46_large_PEI@Au_100	iBAQ 47_small_PEI@Au_100	iBAQ 48_200_PS Carb@ PEG_100	iBAQ 49_200_PS Carb@ PEG_100	iBAQ 50_FBS	iBAQ 51_SPQC1	iBAQ 52_SPQC2	iBAQ 53_SPQC3	Top3 31_200_PS Carb_10	Top3 32_200_PS Carb_100	Top3 33_small_Citrate_10	Top3 34_large_Citrate_10	Top3 35_small_PEI_10	Top3 36_large_PEI_10	Top3 37_large_PVP@AU_100	Top3 38_small_PVP@AU_10	Top3 39_small_PVP@AU_100	Top3 40_large_Citrate_100	Top3 41_large_PEI_100	Top3 42_small_Citrate_100	Top3 43_small_PEI_100	Top3 44_large_PVP@AU_10	Top3 45_large_PEG@Au_100	Top3 46_large_PEI@Au_100	Top3 47_small_PEI@Au_100	Top3 48_200_PS Carb@ PEG_100	Top3 49_200_PS Carb@ PEG_100	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	Species	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Majority protein IDs
#!{Type}E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	C	C	C	C	C	T
0	0	11706000	16622000	0	0	0	0	51121000	67868000	109980000	0	73527000	19926000	33554000	0	0	2864300	4340300	126980000	36527000	0	45803000	0	0	616090	874830	0	0	0	0	328130	572280	1061600	0	581930	1048800	1766000	0	0	150750	228440	1219600	1922500	0	2410700	0	0	13426000	19065000	0	0	0	0	51593000	68494000	110990000	0	74205000	22856000	38087000	0	0	3285300	4978300	128150000	41897000	0	52536000	Bos taurus				9913	A0A3Q1MGZ6;A0A3Q1MGP2
1592599936	10586000	7048799744	7375699968	663360000	12418000	794460032	1872400000	1332499968	17904001024	141770000	11998999552	290529984	1005899968	229100000	5048500	2958700	0	0	168690000	5397100032	5446499840	5123299840	17955000	95392	78326000	89440000	8881800	84550	8334000	21580000	14262000	192250000	1966100	141110000	4032900	12884000	3012200	35010	77859	0	0	2187900	62466000	58075000	59429000	455500000	7432100	2000000000	1916700032	221630000	17381000	282680000	445390016	484009984	5263600128	83688000	3567599872	123880000	331849984	76625000	2408700	13539000	0	0	92400000	1381900032	1630400000	1543600000	Bos taurus				9913	A0A3Q1MH64;Q32PI4;A0A3Q1MIF4;A0A3Q1MF14;A0A3Q1LGM4;A0A3Q1M2A8;F1N4M7;A0A3Q1N461
0	0	0	0	0	0	0	17114000	0	0	0	0	0	15568000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395380	0	0	0	0	0	279570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7659200	0	0	0	0	0	9485900	0	0	0	0	0	0	0	0	0	Bos taurus				9913	O77783;A0JN91;A0AAA9TAU0;A0A3Q1MHR3;A0A3S5ZPA0;A0AAA9TLK3;A0AAA9RWA9;A0AAA9SX23
0	0	0	0	80857000	105410000	0	0	0	0	59726000	0	31171000	0	0	25179000	371660000	5780800	0	0	0	0	0	0	0	0	0	3032800	3651600	0	0	0	0	2596800	0	1355300	0	0	868680	11019000	251340	0	0	0	0	0	0	0	0	0	69753000	76480000	0	0	0	0	88716000	0	54966000	0	0	16789000	215450000	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1MHR7
40003000	0	749449984	736929984	0	0	12098000	30579000	15667000	72051000	11287000	237830000	0	9430500	0	0	0	0	0	4025600	176690000	204010000	156410000	687580	0	15546000	15009000	0	0	379360	396590	527490	1389100	452540	6199300	0	163110	0	0	0	0	0	251600	4290700	4599300	3473500	34965000	0	376649984	369320000	0	0	19838000	20292000	25691000	57047000	18509000	117070000	0	9430500	0	0	0	0	0	16950000	99729000	103650000	85487000	Bos taurus				9913	Q17QC8;A0A3Q1MHU8;A0A3Q1M2R9
0	107930000	0	0	0	44197000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3083700	0	0	0	1262800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152130000	0	0	0	152130000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1MHV3;E1BKH1
0	3173400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599940	1199500	0	0	0	0	0	122050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23075	46136	0	0	0	0	0	3173400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863160	1725800	0	0	0	0	Bos taurus				9913	Q3SZJ0;A0A3Q1MI98;A0AAA9T703;A0AAA9TVE6
0	0	0	0	0	0	0	0	0	0	0	0	5592500	0	0	0	15141000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114130	0	0	0	49504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13132000	0	0	0	15141000	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1MIA4;P56701
0	0	1323300	0	4371700	0	10458000	0	45776000	234950000	0	67532000	57195000	0	42008000	0	0	0	0	0	9792200	4044900	20202000	0	0	16751	0	55338	0	132370	0	291010	1907400	0	436910	372530	0	370160	0	0	0	0	0	123950	51202	255720	0	0	0	0	9757800	0	23342000	0	35481000	84635000	0	39481000	37470000	0	24142000	0	0	0	0	0	21857000	0	24270000	Bos taurus				9913	F1MC48;A0AAA9T9X6;A0A3Q1MIB0;A0AAA9TRI2
37653000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1139300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27508000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0AAA9TQN2;A0AAA9TRN9;A2VE41;A0A3Q1MIU1;A0A3Q1N0S5
1724599936	193880000	2244199936	2765799936	1483399936	1835900032	6315400192	1468700032	5325499904	7201600000	10460999680	2554299904	6868800000	1773699968	2656300032	162470000	1107900032	110260000	214230000	15384999936	4612599808	4504999936	4082899968	21094000	2662700	31001000	30890000	18285000	24802000	81273000	19813000	66924000	89032000	140930000	36281000	94382000	20695000	36224000	2243200	15246000	1550500	2179600	196420000	62737000	61443000	53526000	489840000	66795000	626880000	698209984	381990016	379510016	1335699968	343420000	1424700032	1721600000	2296499968	650310016	1503500032	421660000	568230016	54516000	296080000	31780000	69044000	3766400000	1212700032	1082599936	1074099968	Bos taurus				9913	Q3SZ57;A0A3Q1MIW0;A0AAA9S0W6
846300032	110770000	263460000	270960000	186820000	259200000	1111699968	82390000	944840000	1568199936	2064800000	375920000	1289299968	181470000	468030016	26510000	221060000	28178000	37079000	4049999872	1064299968	734700032	714750016	24153000	3119300	8871600	9430000	6384600	9842800	31849000	3551600	30882000	39442000	61513000	12727000	39004000	5600800	12637000	998010	8894200	824220	1742400	107720000	30461000	20127000	22500000	230760000	25540000	92684000	115800000	72817000	85966000	320960000	34489000	292190016	441870016	613420032	136130000	423609984	56384000	131380000	9107500	74884000	10801000	16005000	1139399936	288540000	248230000	225710000	Bos taurus				9913	A0AAA9SI01;A0AAA9SYP9;Q2KJF1;A0A3Q1MJT2
0	0	0	0	0	0	0	0	0	0	45820000	0	22761000	0	0	0	85485000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3091600	0	240420	0	0	0	4626300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65035000	0	62353000	0	0	0	76711000	0	0	0	0	0	0	Bos taurus				9913	Q2TBP0;F1MBI1;A0A3Q1MJY0
0	0	0	0	0	7268600	0	0	0	0	23590000	0	14017000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1038400	0	0	0	0	3370000	0	2002400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7268600	0	0	0	0	23590000	0	14017000	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1MK50
0	0	0	0	0	0	0	0	0	0	53437000	0	15871000	0	0	0	43850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2812500	0	835320	0	0	0	1276500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46888000	0	19882000	0	0	0	43850000	0	0	0	0	0	0	Bos taurus				9913	Q28034;A0A3Q1MKJ7;A0A3Q1MTB8;A0AAA9RSD3
0	0	43104000	28279000	0	0	0	0	0	0	0	13400000	0	0	0	0	0	0	0	0	0	0	0	0	0	615560	350890	0	0	0	0	0	0	0	122780	0	0	0	0	0	0	0	0	0	0	0	0	0	25453000	22618000	0	0	0	0	0	0	0	17222000	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1ML74;G3N019
5146700	0	10916000	0	28127000	52430000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7707600	0	6160700	302740	0	642110	0	1654500	2747300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453390	0	362390	8288100	0	17579000	0	25739000	41598000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12412000	0	9921100	Bos taurus				9913	A0A3Q1MLF4;A0AAA9TWK3
844480000	159980000	1785900032	1424800000	1873100032	649660032	1135200000	27175000	2176199936	6330899968	188240000	3201799936	1469299968	18509000	1155200000	0	23616000	28417000	45604000	0	1962999936	1984199936	1772599936	3657100	648600	7417400	5575000	7950200	2608000	3407400	79641	6998000	20392000	573250	12063000	5824000	11806	3168900	0	84373	119190	214600	0	7079400	7667200	6358500	77984000	17953000	137080000	135510000	154890000	26640000	264070000	22754000	474609984	1229799936	0	465630016	217680000	16672000	277200000	0	0	0	0	0	289480000	327400000	304129984	Bos taurus				9913	A0A3Q1MLQ7;A0AAA9RW41;A0AAA9T339;A0AAA9TQ37;F1MDH3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29880000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25616000	0	0	0	0	0	0	Bos taurus				9913	Q0IIG2;A0AAF6DLU8;A0A3Q1MN12
0	0	0	0	0	0	0	0	0	0	14943000	0	9641800	0	0	0	23726000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711560	0	459130	0	0	0	725660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18128000	0	11697000	0	0	0	23726000	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1MPQ1;A0AAA9T228;Q2TBL2;A0AAA9SUP8;A0AAA9S2U0;A0AAA9SXV5;A0AAA9SW30
13280000	0	14162000	0	16520000	29374000	0	0	8658400	50802000	24549000	71523000	34834000	0	19922000	971650	48760000	0	1540800	0	22483000	31775000	21660000	1328000	0	750540	0	1652000	1815500	0	0	865840	5080200	2454900	5805700	3483400	0	1311200	97165	3792800	0	154080	0	2248300	3177500	2166000	10848000	0	17365000	0	19446000	29374000	0	0	13019000	66128000	65942000	41875000	46438000	0	18863000	6456300	40826000	0	2316900	0	26466000	37404000	25497000	Bos taurus				9913	A7E3S8;A0A3Q1MQM3;A0AAA9S9R2;A0A3Q1M4L0
3010599936	72370000	3244800000	2744000000	3025100032	1612999936	12019000320	1970300032	19190999040	25162999808	657040000	9365699584	6184200192	2114899968	7996199936	66519000	28642000	9058900	19070000	127550000	6896399872	8218200064	7255300096	31385000	679070	35639000	30593000	32375000	17439000	118740000	20935000	204650000	280110016	8247400	99735000	69651000	24138000	79718000	306500	454640	86914	189900	1546600	77761000	85474000	80565000	651459968	22004000	612040000	690819968	553280000	267000000	3058899968	463710016	3828199936	4783399936	195840000	1692499968	1328199936	465590016	1546599936	3169200	36808000	9929600	12345000	83887000	1397900032	1835299968	1417900032	Bos taurus				9913	F1N3A1;A0A3Q1MQV3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2089200	1626300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261160	203290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3715600	3715600	0	0	0	0	Bos taurus				9913	Q862S8;Q861U5;Q3T0R1;A0A3Q1MQW8
0	0	0	5284000	7840900	17599000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182210	270380	295950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7332300	10880000	17599000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0AAA9SPX9;A0AAA9SMI6;A0AAA9T5H2;A0A3Q1MQX0;F1MHQ8;A0AAA9S8A5;A6QQT1
24055000	0	0	0	18231000	15937000	0	15298000	0	0	0	0	0	9316500	0	0	0	0	0	0	0	0	0	616800	0	0	0	467470	277980	0	392250	0	0	0	0	0	238880	0	0	0	0	0	0	0	0	0	20002000	0	0	0	16263000	13610000	0	12656000	0	0	0	0	0	9316500	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P80109;A0AAA9TA69;F1MNM2;A0A3Q1MQZ5;A0A3Q1LW12;A0A3Q1MEX6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9868000	3866300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204120	45083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5780500	5009000	0	0	0	0	Bos taurus				9913	Q9TUQ0;A0A3Q1MR36;F6QNK2;Q9XSW5;F6QPG2;Q7M2T6;Q9TUQ1
11750000	0	552150016	711820032	64303000	0	41256000	278870016	35619000	224680000	15294000	273820000	49842000	50948000	22733000	0	0	0	0	0	190650000	210210000	189610000	734360	0	14110000	18350000	2170900	0	833170	7540500	776150	3002800	349380	5130200	1900600	1488100	370380	0	0	0	0	0	2613000	3713800	3451200	32121000	0	279660000	319320000	59243000	0	31200000	113590000	33529000	136250000	26524000	158840000	53692000	30802000	22733000	0	0	0	0	0	118420000	133480000	121980000	Bos taurus				9913	A0A3Q1MR54;A0A3Q1MRQ2;A8YXZ2;A0AAA9TCE7
41395000	1204100	36888000	71596000	4839800	0	3865100	12290000	24416000	43147000	0	21976000	0	6017900	6532900	0	0	0	0	0	21588000	20543000	6154400	1478400	43004	1317400	2557000	172850	0	138040	438930	872000	1541000	0	784870	0	214930	233320	0	0	0	0	0	770980	733690	219800	41395000	4591900	49998000	71596000	18457000	0	14740000	12290000	29745000	58482000	0	39340000	0	7331300	7958600	0	0	0	0	0	29260000	27845000	34354000	Bos taurus				9913	Q6R8F2;F1N619;A0A3Q1MSS6;A6QLC4
0	0	0	0	0	0	0	0	0	0	44049000	0	0	0	0	0	8326700	2948700	1842600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2447100	0	0	0	0	0	462590	163820	102370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44049000	0	0	0	0	0	12475000	4417900	2760700	0	0	0	0	Bos taurus				9913	A0AAA9S9V0;A0A3Q1MU33;P81287;F6QVC9;A1L5B6;A0AAA9TJY2
40221000	0	0	0	0	0	81445000	83465000	239540000	51844000	14856000	34836000	29750000	165970000	6747100	0	0	0	0	10411000	0	0	0	5581000	0	0	0	0	0	14718000	16693000	31838000	8625300	2971200	6967200	5950100	31402000	1349400	0	0	0	0	2082200	0	0	0	41251000	0	0	0	0	0	73588000	77536000	135620000	47618000	25519000	38464000	32849000	144990000	11590000	0	0	0	0	32180000	0	0	0	Bos taurus				9913	Q862Q3;A0AAA9TR06;P01888;A0A3Q1MU93;A0AAA9S448;Q862T6;Q6VUQ8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1234500	10161000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72617	461060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3299500	8274800	0	0	0	0	Bos taurus				9913	A0AAA9SV58;A0AAA9SBT7;P81134;A0A3Q1MUT5;A0AAA9T4Z5;A0AAA9TGG2
24833000	13242000	14734000	0	12457000	15923000	9436000	0	13116000	0	13421000	0	0	0	3600100	0	0	22974000	10654000	0	10748000	0	12594000	2483300	1324200	1473400	0	1245700	1592300	943600	0	1311600	0	1342100	0	0	0	360010	0	0	2297400	756070	0	1074800	0	1259400	27841000	13242000	19077000	0	16128000	17851000	12217000	0	16981000	0	17376000	0	0	0	4661100	0	0	22974000	69985000	0	13915000	0	16306000	Bos taurus				9913	Q5E9I6;P84081;P84080;A0AAA9SLC7;A0AAA9RUA9;A0AAA9SUS5;A0A3Q1MW62;A0A3Q1M9Q8;Q3SZF2;A4IFP7;A0AAA9T9J6;F6R2W8
0	0	448449984	400070016	12034000	0	23387000	52302000	103760000	550350016	0	613740032	4590300	17353000	3440300	0	0	2065400	1834700	0	171520000	146180000	166600000	0	0	12513000	9406800	546990	0	280350	764130	2136900	16120000	0	19190000	208650	399330	156380	0	0	93882	83397	0	4459400	4244200	3404200	0	0	161780000	129150000	28729000	0	41107000	24936000	56938000	186790000	0	229780000	0	18683000	11667000	0	0	4930800	6222100	0	77526000	64385000	80797000	Bos taurus				9913	Q9XSJ4;A0AAA9TCS0;A0AAA9S783;A0AAA9S6H6;A0A3Q1MXQ0;F1MB08;A0AAA9TJG0;A0A3Q1LGA6
0	0	0	0	0	11105000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11105000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1MY30;F1MNT4
0	0	0	0	5605800	2386300	0	0	6522400	13747000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100180	68179	0	0	186350	143210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12182000	6184200	0	0	12082000	14850000	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1N0Y8;A0A3Q1NIN4;F1MD95
0	0	0	3291100	0	0	0	0	0	0	6238100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88948	0	0	0	0	0	0	168600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9529200	0	0	0	0	0	0	9529200	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A6QP79;A0A3Q1N1S7
0	0	22288000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22288000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1N2P4;Q5EA20
0	0	0	3971600	0	0	0	0	10255000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233620	0	0	0	0	151230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6936200	0	0	0	0	10255000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0AAA9SY49;A0A3Q1N2T2;Q2HJI6;E1BHY6
0	0	0	0	7170300	6833700	0	0	0	0	9765200	0	0	0	0	829700	12171000	0	0	0	0	0	0	0	0	0	0	166750	158920	0	0	0	0	227100	0	0	0	0	19295	283060	0	0	0	0	0	0	0	0	0	0	7170300	6833700	0	0	0	0	9765200	0	0	0	0	829700	12171000	0	0	0	0	0	0	Bos taurus				9913	A0AAA9SEB6;A0A3Q1N3Z8;A0AAA9SAL2;F1N759
5044900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5044900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1N4M0;A0AAA9S5K0;A6QQF6
0	0	0	0	164510000	163540000	0	0	0	0	16632000	0	88905000	0	0	59800000	689400000	7454600	0	0	0	0	0	0	0	0	0	898160	1959500	0	0	0	0	1279400	0	1734100	0	0	847550	11894000	573430	0	0	0	0	0	0	0	0	0	108960000	107170000	0	0	0	0	37952000	0	70481000	0	0	29137000	320360000	33150000	0	0	0	0	0	Bos taurus				9913	P13213;A0A3Q1N541
0	0	0	0	0	0	0	0	0	0	21649000	0	7378000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1968100	0	670730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21649000	0	7378000	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1N552
0	0	0	0	2444700	1420500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84299	48984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2444700	1420500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	F1MXQ3;A0A3Q1N5X6
0	0	0	0	0	0	12733000	10485000	77190000	79148000	38793000	19486000	33216000	8898900	9555100	430220	35215000	0	0	0	8548100	19250000	34065000	0	0	0	0	0	0	172070	141700	1043100	1069600	524230	263330	448860	120260	129120	5813.7001953125	367390	0	0	0	115510	260130	460340	0	0	0	0	0	0	36652000	9569600	72929000	65041000	32705000	23216000	206720000	10602000	11384000	0	0	0	0	0	24605000	22935000	27408000	Bos taurus				9913	A0A3Q1N775;A0AAA9TA73;E1BA17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3737900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3737900	0	0	0	0	0	0	0	0	Bos taurus				9913	A0AAA9TTQ2;F6QWZ8;A7YWJ7;A0A3Q1N8K9;A0AAA9TC11;A0AAA9SAB5
0	1369300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1369300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1NEH2;A0A3Q1N9S5;Q3T0D0
5128500	3566900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320530	93238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6190600	3566900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q2KJC6;G5E5U7;A0A3Q1NCY0;A0AAA9SVB2;A7E3T7;A0A3Q1MZ37
25540000	0	0	0	0	0	24018000	15511000	13732000	0	24497000	0	0	16150000	0	0	0	0	0	42176000	20062000	0	0	399870	0	0	0	0	0	287130	298390	361360	0	220990	0	0	195920	0	0	0	0	0	367870	109550	0	0	22739000	0	0	0	0	0	28159000	11684000	22756000	0	32642000	0	0	13093000	0	0	0	0	0	37884000	14831000	0	0	Bos taurus				9913	Q2HJF0;A0A3Q1NEQ0;E1BI82;A0A3Q1MUV9
6115600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6115600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1NFL2;A0AAA9SAW9;P19534;A0AAA9TPB0;A0A5H1ZRH6
85085000	69259000	883859968	806790016	13359000	4316200	359180000	76118000	874750016	1557600000	93147000	496780000	27651000	85050000	193150000	0	8165200	4915200	5917600	0	415609984	550480000	261520000	1904000	1295400	19639000	18494000	494780	159860	7246100	1533100	19179000	26728000	2352500	10990000	727290	1786100	3482000	0	302420	88365	219170	0	8746700	12236000	7469000	59649000	34133000	307329984	270560000	61852000	19984000	205490000	51515000	434270016	736920000	103260000	219630000	0	49668000	107380000	0	37805000	4915200	10652000	0	223150000	203020000	196040000	Bos taurus				9913	A0A3Q1NJ24;A0AAA9TP11;Q2KIG3;A0A3Q1LKB9;A0AAA9TH81;A0A3Q1N1A7
0	1773400	4119200	0	4406100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22163	137310	0	146870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2955600	10299000	0	8228600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0AAA9TMI3;A0AAA9TNU4;A0A3Q1NJ70;E1BCW3;A0AAA9SFJ5
26852000	2007500	0	0	0	0	0	0	0	0	0	9915700	11603000	0	0	0	0	0	0	0	0	0	0	512100	223060	0	0	0	0	0	0	0	0	0	1101700	1289200	0	0	0	0	0	0	0	0	0	0	26852000	2209700	0	0	0	0	0	0	0	0	0	10914000	12771000	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0AAA9TEJ5;A0AAA9TM29;A0A3Q1NNJ3;A0AAA9TND8;A0AAA9T7T1;P52556;A0AAA9T7T8
17894000	10475000	3982400	13083000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497060	290960	110620	363410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20523000	10475000	31085000	15005000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q1NNK1;J9QDU2
0	0	26338000	27311000	25760000	0	119430000	2973200	176300000	200270000	0	32098000	6541200	8256500	39779000	0	0	0	0	0	50515000	73807000	48242000	0	0	2886200	711520	694270	0	4921100	495530	4091200	3544700	0	946240	1090200	149510	2043100	0	0	0	0	0	5435500	1075900	1104000	0	0	29774000	26047000	24411000	0	107900000	4728800	143590000	186050000	0	27685000	10403000	11096000	32586000	0	0	0	0	0	53512000	60628000	48242000	Bos taurus				9913	P79105;B6VAP8;A0A3S8Z5U1;A0A3Q8WRW8
0	0	0	0	0	0	0	0	0	16545000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2757600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16545000	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	A0A3Q8WS74;P28782;A0AAA9SKN7
