Top3 31_200_PS Carb_10	Top3 32_200_PS Carb_100	Top3 33_small_Citrate_10	Top3 34_large_Citrate_10	Top3 35_small_PEI_10	Top3 36_large_PEI_10	Top3 37_large_PVP@AU_100	Top3 38_small_PVP@AU_10	Top3 39_small_PVP@AU_100	Top3 40_large_Citrate_100	Top3 41_large_PEI_100	Top3 42_small_Citrate_100	Top3 43_small_PEI_100	Top3 44_large_PVP@AU_10	Top3 45_large_PEG@Au_100	Top3 46_large_PEI@Au_100	Top3 47_small_PEI@Au_100	Top3 48_200_PS Carb@ PEG_100	Top3 49_200_PS Carb@ PEG_100	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	Majority protein IDs
E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	T
0	0	0	0	3632600	5542800	0	0	0	0	9833900	0	9261700	0	0	0	3746500	0	0	0	0	0	0	P69678
0	0	29582000	25879000	24253000	0	117320000	4976500	143590000	186050000	0	27685000	10948000	11677000	34293000	0	0	0	0	0	53167000	60628000	48242000	P79105
0	10032000	0	0	0	0	149950000	0	239420000	72878000	0	23223000	0	0	31810000	0	0	0	10948000	0	36734000	0	46740000	P79121
0	0	0	0	0	10165000	0	0	0	0	14492000	0	0	0	0	5854200	117800000	5433700	9271900	0	0	0	0	P79124
0	0	0	0	0	0	0	3112700	0	0	0	0	0	4976600	0	0	0	0	0	0	0	0	0	P79345
0	0	17390000	23838000	14076000	31039000	0	2132300	0	0	0	0	15260000	0	0	2148200	20134000	0	0	0	6025300	9303800	5059900	P80012
20002000	0	0	0	16263000	13610000	0	12656000	0	0	0	0	0	9316500	0	0	0	0	0	0	0	0	0	P80109
0	0	0	0	0	7589200	0	0	0	0	49087000	0	17350000	0	0	0	17887000	0	0	0	0	0	0	P80227
0	0	0	0	0	0	85425000	14981000	156590000	98343000	0	43009000	0	23646000	35678000	0	0	0	0	0	0	0	0	P80311
3337500	0	7625700	9816000	0	0	0	9245700	18492000	9559100	0	8818900	0	6894400	0	0	0	0	0	0	0	0	0	P80929
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3299500	8274800	0	0	0	0	P81134
147340000	6715700	3015899904	2709400064	69952000	35146000	169500000	167950000	195350000	1428000000	187970000	2575399936	194150000	72300000	73763000	5131200	35494000	0	0	311150016	960620032	1110099968	1066000000	P81187
0	0	0	0	62245000	32751000	0	0	0	0	589480000	0	840179968	0	91500000	0	149190000	0	92536000	0	0	0	0	P81282
0	0	0	0	0	0	0	0	0	0	44049000	0	0	0	0	0	12475000	4417900	2760700	0	0	0	0	P81287
238690000	44954000	0	109750000	139380000	111970000	119610000	121830000	184840000	0	401520000	0	131450000	333009984	40141000	0	64349000	364329984	659310016	133120000	97909000	80156000	104680000	P81644
0	0	96555000	0	130030000	95769000	0	20440000	0	0	254290000	56071000	248760000	10951000	0	5472400	225770000	7972100	12166000	0	0	77787000	88532000	P81947
66000000	15183000	208160000	138530000	351020000	386870016	50674000	27808000	67241000	110630000	842609984	162090000	730460032	18863000	35153000	25329000	789180032	18619000	27179000	0	203320000	193730000	188460000	P81948
100690000	47738000	30097000	108050000	0	0	114710000	19023000	175930000	50643000	0	26721000	0	12460000	0	0	0	0	0	0	46256000	41919000	44191000	P82943
26937000	13242000	17637000	0	14911000	17272000	11295000	0	15700000	11437000	16065000	11792000	19054000	5054800	4309300	0	0	22974000	27002000	0	12865000	12267000	15075000	Q5E9I6
0	0	0	0	51986000	48228000	0	4991000	41166000	0	0	0	52291000	0	0	9350800	34722000	0	0	0	17046000	14863000	15012000	P85100
236730000	6345300	449460000	397569984	12905000	0	95221000	285480000	178470000	940819968	20798000	737529984	23011000	147790000	22635000	0	0	0	0	0	322190016	287449984	311800000	P98140
804800000	479080000	1869699968	1764700032	1527100032	378590016	8397799936	850460032	13617999872	6763899904	450440000	2992600064	3356100096	1125799936	5279000064	14019000	173990000	949710016	2468000000	88872000	3205799936	3211800064	3228300032	Q03247
33087000	10039000	79531000	47421000	610940032	773689984	82879000	15687000	101560000	64364000	2028899968	106750000	1386000000	9202100	29317000	100180000	1312700032	7062200	13114000	112120000	341260000	244620000	301569984	Q05443
52064000	23577000	72176000	111070000	0	0	91297000	16232000	191350000	200030000	0	94913000	25593000	9315600	11778000	0	0	0	0	0	77873000	69634000	67343000	Q05716
14027000	16628000	21110000	23198000	0	0	33111000	0	54519000	125310000	0	46609000	11828000	0	28564000	0	0	0	0	0	31232000	27125000	29302000	Q05717
33289000	5349400	70043000	107420000	13002000	0	83580000	3716000	212680000	115040000	9889700	52975000	12777000	0	8069300	0	0	0	0	6639000	39955000	40699000	51867000	Q05718
0	0	0	0	0	0	0	5222900	0	12148000	0	7339300	0	5918500	0	0	0	0	0	0	0	0	0	Q08E11
0	0	0	0	15351000	21221000	0	0	0	0	114830000	0	56733000	0	0	1999100	44694000	0	0	0	0	0	0	Q0P569
0	0	0	0	56702000	63720000	0	0	0	0	396830016	0	229110000	0	0	5341000	219660000	0	0	0	32705000	32025000	29195000	Q0VCG9
0	1551400	5317900	0	0	3659300	0	0	0	0	5163800	3152800	5941200	0	0	0	6753100	0	0	0	0	3840300	0	Q0VCM4
53038000	0	2080199936	1762300032	1134899968	1025000000	93617000	163300000	94970000	468800000	483900000	462270016	453760000	49519000	37516000	90945000	1298400000	17107000	9180200	130910000	741510016	708960000	764009984	Q0VCM5
0	7475200	48244000	41517000	42634000	27547000	46833000	8077800	66441000	229780000	0	125480000	66294000	0	35149000	0	0	0	0	0	62979000	79676000	66357000	Q0VCP3
33202000	0	66616000	96911000	73799000	13565000	88181000	100080000	92197000	130940000	28023000	147680000	37607000	90481000	24850000	0	16205000	0	0	0	56129000	56572000	62275000	Q0VCX1
0	0	18343000	0	34474000	32658000	0	0	0	28645000	28188000	37707000	43936000	0	0	1866900	66521000	0	0	0	27832000	18009000	22021000	Q0VCX2
0	5678600	0	0	0	0	0	0	0	47254000	0	15375000	0	0	11498000	0	0	0	0	0	11743000	0	0	Q0VFX8
6405100	4567400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q148C9
6069500	0	22136000	18191000	34722000	35944000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q17QH6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4022800	0	0	0	0	0	0	Q1RMU3
53331000	0	125900000	210270000	0	0	297380000	63000000	467520000	197900000	0	206670000	0	68658000	18013000	0	0	0	0	0	107870000	101330000	107490000	Q24K22
0	0	0	0	0	0	0	0	0	16088000	0	16088000	0	0	0	0	0	0	0	0	0	0	0	Q27965
106040000	7679900	117690000	187960000	173990000	181310000	227030000	80654000	292350016	128840000	233810000	105360000	265590000	136310000	61941000	12943000	259530000	0	0	0	138220000	132570000	159900000	Q27967
0	0	0	0	0	0	0	0	0	30073000	0	0	0	0	0	0	0	0	0	0	0	0	0	Q27968
0	6787400	0	0	0	0	167790000	16670000	148160000	55132000	0	0	0	41654000	0	0	0	9119600	11763000	0	0	0	0	Q27970
0	5331200	0	0	21931000	18774000	68663000	15810000	115080000	0	0	0	0	33970000	0	0	0	0	4797500	0	0	18714000	0	Q27971
0	0	14600000	24964000	0	0	146820000	23477000	279550016	168910000	0	48109000	0	40642000	44057000	0	0	0	0	0	54230000	48731000	59539000	Q27972
0	0	0	0	0	0	0	0	0	16092000	0	17642000	0	0	0	0	0	0	0	0	0	0	0	Q27976
13834000	8715200	43956000	24042000	30973000	35511000	59640000	0	102450000	182850000	160510000	126400000	150130000	0	53116000	6844400	109020000	7032000	14254000	0	65972000	64582000	61748000	Q27991
0	0	0	0	0	0	3326900	1907200	6460400	10505000	0	0	0	5386000	0	0	0	0	0	0	0	0	0	Q28008
0	0	43797000	14225000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7642800	0	Q28017
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8989300	0	0	0	0	0	0	Q28021
0	0	0	0	0	0	0	0	0	0	46888000	0	19882000	0	0	0	43850000	0	0	0	0	0	0	Q28034
0	0	14215000	12811000	0	0	48071000	0	76460000	31960000	0	25006000	0	0	0	0	0	0	0	0	14793000	8696800	12246000	Q28038
302560000	87567000	533100000	311140000	634150016	240110000	448129984	282470016	1308600064	396280000	447680000	247440000	307329984	448200000	220900000	3521000	333350016	63387000	71226000	55547000	446580000	294009984	274070016	Q28065
1837200000	33176000	2434800128	2547300096	1642000000	50242000	1024200000	685600000	1424000000	3956300032	128120000	4143399936	650339968	185190000	243760000	3608200	30511000	5323600	0	126340000	1875299968	1931600000	1982400000	Q28085
0	0	25835000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q28106
343089984	311030016	418190016	426880000	247100000	143210000	176530000	248170000	270300000	643510016	104810000	472369984	195570000	345990016	54369000	2850100	75610000	0	9017900	19678000	356470016	281080000	343670016	Q28107
0	0	0	0	0	0	0	2519900	0	0	0	0	0	2877300	0	0	0	0	0	0	0	0	0	Q28120
0	0	0	0	0	0	0	0	0	0	77129000	0	17138000	0	34186000	0	24197000	0	0	0	0	0	0	Q28146
651420032	22003000	612040000	690899968	553280000	267000000	3058899968	463710016	3828199936	4783399936	195870000	1692499968	1328199936	465590016	1546599936	3169600	36812000	9660700	12345000	83897000	1397900032	1835299968	1417900032	Q28178
0	0	0	0	0	0	0	0	0	0	48724000	0	24628000	0	0	0	16194000	0	0	0	0	0	0	Q28824
0	0	0	0	29427000	29628000	0	0	0	0	191310000	0	52562000	0	11912000	6545100	160970000	0	0	12779000	13337000	12818000	12444000	Q29423
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10590000	0	0	0	Q29437
176450000	53081000	816590016	895809984	666470016	732430016	2852300032	225570000	2304199936	4329500160	4493300224	1264600064	3879599872	674220032	1122300032	140870000	645040000	67325000	92543000	6960500224	2584100096	2152000000	2196999936	Q29443
0	0	0	0	0	0	0	0	53767000	53767000	0	0	0	0	53767000	0	0	0	0	0	0	0	0	Q29465
4737700	0	9069300	9657000	0	0	0	0	0	0	0	15928000	0	0	0	0	0	0	0	0	0	0	0	Q29RI6
5494400	0	8846000	10312000	0	0	21183000	5604400	17832000	27945000	35524000	7367500	0	6864800	7878200	0	0	0	0	43593000	0	16308000	14717000	Q29RM2
180260000	11845000	618110016	810569984	29253000	0	49478000	47255000	47236000	154160000	57155000	216790000	0	15023000	0	0	0	5252800	0	71994000	249360000	249590000	235920000	Q29RQ1
23036000	3601200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3765900	0	0	0	0	Q29RU2
202220000	0	796099968	820659968	0	0	738300032	0	0	319070016	1525699968	374110016	0	0	0	0	0	0	0	0	0	188410000	214980000	Q29RU4
0	0	0	0	0	0	0	0	0	0	17817000	0	0	0	5922200	0	5045300	0	0	0	0	0	0	Q29RV1
0	0	0	10672000	0	0	0	0	0	0	0	16498000	0	0	0	0	0	0	0	0	5785900	0	0	Q29RY7
0	0	49599000	52748000	0	0	19998000	18506000	40009000	194690000	0	124850000	0	7265300	0	0	0	0	0	0	58074000	59139000	63454000	Q2HJ49
0	0	0	0	49429000	54745000	0	0	0	0	115550000	0	91658000	0	0	3579600	121510000	0	0	0	0	25264000	24064000	Q2HJ86
68774000	37486000	348630016	300670016	0	0	230710000	55145000	473860000	792569984	0	227410000	0	55594000	111220000	0	0	4766500	10138000	40312000	246110000	230500000	244190000	Q2KIG3
62204000	0	1984000000	2133799936	737209984	18286000	3710400000	2744499968	7535799808	11863000064	87113000	4975900160	356729984	2884300032	705699968	3138900	0	0	0	83910000	3076100096	3099599872	3242899968	Q2KIS7
43018000	8384700	77670000	95022000	0	0	51932000	21972000	45490000	103190000	60464000	57017000	28331000	0	20927000	0	0	0	0	136410000	61129000	60006000	61978000	Q2KIT0
0	0	0	0	0	0	0	0	0	0	17994000	0	13759000	0	0	0	0	0	0	36625000	8415000	0	0	Q2KIU3
41230000	0	136760000	138780000	135060000	0	46440000	32412000	58547000	472820000	66508000	248690000	58929000	35724000	62330000	0	12459000	0	0	0	159420000	147820000	149290000	Q2KIV9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q2KIX7
0	0	0	0	0	0	8128600	0	18246000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q2KIY7
0	2522200	18105000	15792000	15518000	13850000	0	0	0	62464000	21731000	16759000	22979000	0	0	0	10245000	0	0	0	16078000	17733000	19096000	Q2KJ33
0	0	0	12179000	0	0	17683000	10093000	27351000	0	0	0	0	10061000	0	0	0	0	0	0	0	0	0	Q2KJ39
57692000	40578000	601689984	744220032	146420000	13577000	1300999936	263310000	1823600000	1086800000	42346000	407310016	44496000	259470000	37115000	3046300	0	0	0	30650000	440510016	434489984	506910016	Q2KJ63
12006000	2164100	30583000	17250000	7010900	6595900	24788000	0	41477000	14843000	6151500	6151200	7506000	2725300	0	0	0	0	0	11949000	10818000	7304400	7771100	Q2KJ83
0	5451100	0	0	0	0	0	0	0	0	0	8777700	0	0	0	0	0	4952700	0	0	0	0	0	Q2KJ93
6190600	3566900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q2KJC6
11593000	3266400	28585000	19741000	51916000	78914000	0	0	0	0	268520000	39335000	190030000	0	0	4724900	157730000	3681700	5562600	0	35684000	28347000	40477000	Q2KJD0
230760000	25540000	92684000	115800000	72817000	85966000	320960000	34489000	292190016	441870016	613420032	136130000	423609984	56384000	131380000	9107500	74884000	10801000	16005000	1139399936	288540000	248230000	225710000	Q2KJF1
0	0	0	0	0	0	0	0	0	5786300	0	0	0	0	0	0	0	0	0	0	0	0	0	Q2KJG3
34032000	0	57311000	44703000	17882000	11036000	0	0	0	0	0	17640000	20165000	0	0	0	8183500	0	0	0	0	13377000	0	Q2KJH4
19926000	9576400	24472000	27861000	0	0	0	0	0	35169000	0	0	0	0	0	0	0	0	6415600	0	0	22047000	0	Q2KJH6
7084600	4426800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q2KJH9
0	0	0	0	0	0	0	0	0	48191000	0	21513000	0	0	0	0	0	0	0	0	0	0	0	Q2NKY7
0	0	0	0	0	0	0	0	16399000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q2T9V8
0	0	0	0	0	8442200	0	0	0	0	98044000	0	28537000	0	11479000	0	30654000	0	0	0	0	0	0	Q2TA40
26030000	27609000	27964000	46938000	0	0	0	0	12778000	0	0	10111000	9879200	0	7011400	0	0	0	0	0	15163000	24047000	10360000	Q2TA49
68565000	55048000	50128000	51417000	0	0	14367000	15115000	21894000	51281000	0	43722000	0	0	0	0	0	0	4216400	0	27733000	28224000	28967000	Q2TBI0
0	0	0	0	0	0	0	0	0	0	65035000	0	62353000	0	0	0	76711000	0	0	0	0	0	0	Q2TBP0
0	0	0	0	0	0	0	0	0	0	71639000	0	0	0	0	0	0	0	22885000	0	0	0	0	Q2TBU0
0	0	0	0	41757000	39696000	0	0	0	0	214020000	0	119090000	0	0	5655400	160400000	0	0	0	21210000	19241000	18101000	Q2TBX6
755889984	57775000	7954299904	7343499776	1534899968	912849984	804990016	370929984	902380032	3459099904	908240000	5085400064	1272199936	206680000	227540000	22322000	210100000	32158000	56211000	906609984	3202200064	2254000128	3422700032	Q2UVX4
0	0	20847000	14158000	42146000	40053000	0	0	644670016	0	223020000	0	139530000	0	0	4330000	224590000	0	0	0	36950000	37760000	31252000	Q2YDE4
0	0	0	0	27727000	25556000	0	0	0	0	138330000	0	107240000	0	0	3006900	91435000	0	0	0	17018000	15185000	11816000	Q32KL2
0	0	567449984	393440000	70577000	0	0	0	0	1171699968	0	0	0	0	0	0	0	0	0	0	0	0	140200000	Q32KM1
45732000	6004000	536920000	218740000	117380000	95591000	44531000	39962000	66628000	55739000	71143000	99442000	70458000	38997000	16444000	1767000	37111000	42278000	59069000	40440000	143900000	124970000	142880000	Q32KY0
5481000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2747900	4045100	6444600	0	0	0	Q32L76
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1916500	0	0	0	0	0	0	Q32LM2
43202000	20698000	120550000	115540000	62543000	0	93918000	22963000	141250000	489840000	0	314640000	76325000	17500000	45399000	0	0	3822300	5439900	0	159070000	180310000	168040000	Q32LP0
0	0	0	0	0	4178100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q32PI5
62964000	11308000	0	0	0	0	15674000	0	0	0	25638000	0	0	0	0	0	0	56489000	166420000	58264000	0	0	14680000	Q32PJ2
0	0	113750000	0	0	0	40999000	0	72749000	0	0	0	0	0	0	0	0	0	0	0	113750000	0	0	Q32S24
0	0	0	0	49793000	44219000	0	0	0	0	20564000	0	39384000	0	25496000	0	9532500	0	0	0	40605000	0	0	Q3B7N2
107850000	27441000	27685000	32205000	16482000	29253000	0	0	0	0	0	32852000	28637000	0	0	0	27566000	11457000	14430000	0	0	0	26427000	Q3MHL4
31909000	7879200	118500000	51305000	263580000	270920000	32206000	11365000	44085000	49545000	743459968	81809000	632920000	6914400	17398000	10849000	477860000	9369600	8936500	0	82746000	105150000	171010000	Q3MHM5
0	0	10245000	0	37245000	36853000	0	0	0	0	183580000	0	146340000	0	0	4194200	191130000	0	0	0	18929000	21310000	19813000	Q3MHN0
69028000	6459200	710209984	734899968	155820000	33391000	208020000	163240000	302460000	939859968	69151000	1195699968	150380000	77739000	51945000	1247100	0	7420600	7478900	44805000	473040000	489990016	501870016	Q3MHN2
1902499968	213250000	503860000	566129984	495460000	549080000	1748300032	1232400000	1463200000	1181799936	1700899968	481800000	1265900032	2392900096	436950016	38110000	386510016	34718000	76392000	2020800000	898620032	850030016	800889984	Q3MHN5
0	7434400	0	0	0	0	0	0	0	40518000	0	24145000	0	0	18230000	0	0	0	0	0	0	0	18545000	Q3MHY1
83100000	11004000	142320000	182820000	323880000	609980032	219820000	65338000	374040000	405190016	49968000	158980000	55469000	122760000	27404000	0	0	0	0	53022000	164130000	162200000	149050000	Q3SWW8
19274000	10698000	58237000	42350000	61388000	48636000	11032000	0	28169000	91525000	85390000	59436000	95485000	0	10287000	1624100	66542000	0	6730300	0	50112000	52187000	48377000	Q3SWY2
1784300032	95698000	2323699968	2557600000	158800000	43167000	215790000	133230000	369510016	2317700096	170870000	2729900032	213160000	88949000	76565000	12519000	44671000	5998700	14296000	140240000	1124199936	1182800000	1199200000	Q3SX14
0	0	18308000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4608400	28679000	0	0	0	0	Q3SYR5
0	0	26114000	18728000	0	0	0	0	0	51010000	0	26690000	0	0	0	0	0	0	0	0	0	9348800	13576000	Q3SYU2
9923700	8149800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q3SYU6
79522000	35417000	143840000	158700000	119030000	0	65707000	23992000	64656000	966990016	0	592870016	84800000	13773000	0	0	0	0	0	0	247640000	256700000	299820000	Q3SYV4
0	0	26246000	21316000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q3SYW2
4766200	0	0	0	11410000	3909200	0	0	0	0	8355400	0	17274000	0	0	0	0	0	0	0	0	0	0	Q3SZ54
489840000	66795000	626880000	698209984	381990016	379510016	1335699968	343420000	1424700032	1721600000	2296499968	650310016	1503500032	421660000	568230016	49106000	296080000	31780000	69044000	3780800000	1212700032	1082599936	1074099968	Q3SZ57
0	0	0	0	8829900	10333000	0	0	0	0	53903000	0	41099000	0	0	0	45422000	0	0	0	0	0	0	Q3SZC2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2088500	0	0	0	0	Q3SZD7
0	0	0	0	0	0	0	0	0	0	8469400	0	0	0	0	0	10334000	0	0	0	0	0	0	Q3SZI4
0	3173400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863160	1725800	0	0	0	0	Q3SZJ0
0	0	0	0	0	0	0	0	0	15222000	0	9544300	0	0	0	0	0	0	0	0	0	0	0	Q3SZN0
25464000	0	49494000	60979000	78144000	66459000	41108000	13858000	51003000	250640000	180120000	96939000	286830016	0	38718000	5619100	84944000	0	0	0	114910000	114730000	97441000	Q3SZP2
38760000	11075000	203900000	278190016	157760000	145740000	492630016	19320000	429980000	1453500032	1560599936	276009984	1200199936	27716000	235360000	24239000	174220000	5705500	26420000	3879099904	767849984	697329984	658110016	Q3SZR3
0	0	0	14013000	0	0	0	0	0	0	0	23817000	0	0	0	0	0	0	0	0	0	0	12544000	Q3SZV3
113630000	14787000	227000000	234090000	155650000	142980000	349400000	48054000	372529984	438609984	466329984	181100000	379960000	64896000	111450000	10977000	107800000	12025000	31621000	735289984	303480000	260310000	295289984	Q3SZV7
0	0	13745000	0	0	0	44059000	0	83540000	0	0	38210000	0	0	58994000	0	0	0	0	0	0	20968000	0	Q3T004
0	0	3028000	3923900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q3T035
5361699840	847609984	175410000	654040000	144960000	122930000	654129984	249400000	596209984	378609984	470820000	172740000	357560000	429670016	151850000	13294000	105300000	30712000	75588000	643310016	390670016	439070016	379420000	Q3T052
39280000	23854000	50367000	34845000	47855000	32358000	46752000	13958000	85566000	93582000	54780000	50546000	82441000	12762000	17138000	1547800	38026000	0	18050000	0	37407000	50199000	48028000	Q3T054
97572000	8237400	303729984	286729984	13371000	0	75995000	33399000	144310000	145890000	9963300	146090000	24451000	29545000	10133000	0	0	0	0	11704000	92182000	103850000	95298000	Q3T0A3
0	1369300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q3T0D0
0	0	0	0	0	0	0	0	0	18709000	0	6953900	0	0	23028000	0	0	0	0	0	0	0	0	Q3T0K2
25841000	21674000	37818000	38114000	0	0	0	0	33878000	69866000	0	69120000	0	0	13195000	0	0	8545000	13310000	0	34016000	30518000	36027000	Q3T0P6
0	0	44140000	21029000	0	0	0	0	0	27200000	0	46560000	0	0	0	0	0	0	0	0	0	16375000	0	Q3T0Q4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3715600	3715600	0	0	0	0	Q3T0R1
0	0	0	0	0	0	0	0	0	0	27225000	0	0	0	0	0	34357000	0	0	0	0	0	0	Q3T0T1
0	0	0	0	59239000	74251000	0	0	0	0	236490000	0	211970000	0	0	5112600	245130000	0	0	0	41481000	42551000	0	Q3T0X5
0	0	0	0	27180000	34979000	0	0	0	0	120690000	0	125420000	0	0	4591800	147230000	0	0	0	0	0	19401000	Q3T0Y5
0	0	10408000	0	49027000	39192000	0	0	0	0	189050000	0	136600000	0	0	3784200	159680000	0	0	0	20976000	24564000	19781000	Q3T108
0	0	0	0	0	12811000	0	0	0	0	51169000	0	25516000	0	0	0	59056000	0	0	0	0	0	0	Q3T112
22016000	16412000	0	12723000	14960000	10374000	46274000	9619300	47210000	0	42460000	0	33827000	10599000	9688000	0	24738000	170050000	292040000	0	0	18513000	0	Q3T149
0	0	0	0	0	0	35717000	0	65895000	65667000	0	23657000	11274000	0	18629000	0	0	0	0	0	11009000	15657000	13995000	Q3T168
22885000	3784100	68772000	109390000	2998299904	4514299904	222310000	41795000	175130000	189310000	1013899968	114740000	1069600000	60013000	86471000	1267699968	10968000512	5337700	8156900	308310016	676700032	730729984	644979968	Q3Y5Z3
0	0	19738000	21222000	9817600	20404000	13163000	0	0	83378000	0	45272000	44946000	0	0	0	0	0	0	0	27146000	26338000	24748000	Q3ZBD9
0	0	0	0	9491300	9268500	0	0	5369200	0	28359000	0	12031000	0	0	0	0	0	0	0	0	0	4727400	Q3ZBF7
0	0	16552000	0	51846000	48829000	0	0	0	0	289160000	0	249340000	0	0	8111800	184090000	0	0	0	36410000	34616000	28684000	Q3ZBG0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1880500	0	0	0	0	0	Q3ZBH0
29386000	10047000	9472800	20302000	33794000	20709000	154500000	0	246240000	116570000	74782000	21640000	55765000	12503000	73306000	0	19375000	0	7035100	0	45584000	57841000	41792000	Q3ZBN5
0	0	0	0	0	0	0	0	0	13553000	0	13553000	0	0	0	0	0	0	0	0	0	0	0	Q3ZBV8
0	2242700	14572000	0	0	0	0	0	0	35074000	0	28185000	0	0	0	0	0	0	0	0	10373000	12777000	8396800	Q3ZBZ8
28992000	19314000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16708000	30852000	0	0	0	0	Q3ZC42
0	0	0	0	0	0	0	0	0	0	11028000	0	0	0	0	0	7724900	0	0	0	0	0	0	Q3ZCF0
0	0	0	0	32686000	39196000	0	0	0	0	159700000	0	126530000	0	0	4384800	161210000	0	0	0	0	18272000	26123000	Q3ZCK9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5056600	0	0	0	0	Q56JV9
0	0	0	0	11569000	0	38872000	0	39245000	51654000	57832000	16808000	46080000	5265900	21640000	1344200	10726000	0	0	98666000	31825000	34354000	31640000	Q58CQ9
23765000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q58CS8
0	0	0	58825000	0	0	0	0	58825000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q58CX7
0	5451700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q58D31
1003000000	125770000	342640000	444689984	307409984	381350016	1024400000	136820000	1098300032	1396499968	1558499968	584819968	1379200000	221280000	609150016	48992000	321520000	33192000	60826000	2692800000	894960000	993640000	937299968	Q58D62
0	0	0	0	57976000	21057000	0	0	0	0	218820000	0	174630000	0	0	3812600	172930000	0	0	0	28246000	24832000	0	Q58DU5
0	0	0	0	0	3365800	0	0	0	0	0	5319800	0	0	0	0	5564500	0	0	0	0	0	0	Q5E983
0	0	19755000	0	42565000	47576000	0	0	0	0	252130000	0	169920000	0	0	5786700	226920000	0	0	0	27130000	27221000	26967000	Q5E987
0	0	0	0	0	0	9909000	0	22049000	0	0	0	0	0	11159000	0	0	0	0	0	0	0	0	Q5E9A1
0	914590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q5E9A3
39066000	8971500	22581000	22357000	0	0	10939000	2834200	0	26887000	0	0	0	0	0	0	0	9168200	10632000	0	0	0	16863000	Q5E9B1
5821700	2546400	8090100	11135000	9137300	6095100	0	3489500	8654100	0	15362000	17576000	13495000	4219200	0	0	10111000	24024000	28618000	0	0	16032000	11386000	Q5E9B7
21447000	0	38746000	43837000	0	0	23569000	0	70754000	126860000	0	101300000	0	0	0	0	0	0	0	0	44983000	39502000	44988000	Q5E9C0
10235000	5507400	0	0	0	0	13553000	0	24762000	34184000	0	30449000	0	0	0	0	0	0	0	0	0	0	19865000	Q5E9D5
20040000	11331000	73839000	98553000	98902000	25945000	32451000	20389000	32853000	297670016	52861000	156010000	38917000	23741000	44596000	12037000	11230000	0	0	0	104550000	96076000	81701000	Q5E9E3
48790000	4655300	0	21564000	0	0	24963000	0	55633000	10928000	14082000	0	0	0	4267600	0	0	0	0	0	10141000	11878000	13524000	Q5E9F5
74884000	37832000	103500000	93158000	27124000	17026000	90201000	15991000	197610000	293840000	17887000	149850000	31801000	14911000	34990000	0	16847000	5768800	11495000	0	95293000	79957000	96016000	Q5E9F7
0	16268000	0	46932000	0	0	114220000	0	142260000	94430000	0	66768000	0	0	19660000	0	0	0	0	0	63558000	53280000	71557000	Q5E9H0
0	0	0	0	0	27207000	0	0	0	0	127650000	0	88646000	0	0	3641300	133190000	0	0	0	0	0	0	Q5E9K0
