Intensity 31_200_PS Carb_10	Intensity 32_200_PS Carb_100	Intensity 33_small_Citrate_10	Intensity 34_large_Citrate_10	Intensity 35_small_PEI_10	Intensity 36_large_PEI_10	Intensity 37_large_PVP@AU_100	Intensity 38_small_PVP@AU_10	Intensity 39_small_PVP@AU_100	Intensity 40_large_Citrate_100	Intensity 41_large_PEI_100	Intensity 42_small_Citrate_100	Intensity 43_small_PEI_100	Intensity 44_large_PVP@AU_10	Intensity 45_large_PEG@Au_100	Intensity 46_large_PEI@Au_100	Intensity 47_small_PEI@Au_100	Intensity 48_200_PS Carb@ PEG_100	Intensity 49_200_PS Carb@ PEG_100	Intensity 50_FBS	Intensity 51_SPQC1	Intensity 52_SPQC2	Intensity 53_SPQC3	iBAQ 31_200_PS Carb_10	iBAQ 32_200_PS Carb_100	iBAQ 33_small_Citrate_10	iBAQ 34_large_Citrate_10	iBAQ 35_small_PEI_10	iBAQ 36_large_PEI_10	iBAQ 37_large_PVP@AU_100	iBAQ 38_small_PVP@AU_10	iBAQ 39_small_PVP@AU_100	iBAQ 40_large_Citrate_100	iBAQ 41_large_PEI_100	iBAQ 42_small_Citrate_100	iBAQ 43_small_PEI_100	iBAQ 44_large_PVP@AU_10	iBAQ 45_large_PEG@Au_100	iBAQ 46_large_PEI@Au_100	iBAQ 47_small_PEI@Au_100	iBAQ 48_200_PS Carb@ PEG_100	iBAQ 49_200_PS Carb@ PEG_100	iBAQ 50_FBS	iBAQ 51_SPQC1	iBAQ 52_SPQC2	iBAQ 53_SPQC3	Top3 31_200_PS Carb_10	Top3 32_200_PS Carb_100	Top3 33_small_Citrate_10	Top3 34_large_Citrate_10	Top3 35_small_PEI_10	Top3 36_large_PEI_10	Top3 37_large_PVP@AU_100	Top3 38_small_PVP@AU_10	Top3 39_small_PVP@AU_100	Top3 40_large_Citrate_100	Top3 41_large_PEI_100	Top3 42_small_Citrate_100	Top3 43_small_PEI_100	Top3 44_large_PVP@AU_10	Top3 45_large_PEG@Au_100	Top3 46_large_PEI@Au_100	Top3 47_small_PEI@Au_100	Top3 48_200_PS Carb@ PEG_100	Top3 49_200_PS Carb@ PEG_100	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	Species	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Majority protein IDs
#!{Type}E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	C	C	C	C	C	T
53699000	6883900	0	0	0	0	0	0	0	0	0	0	0	3823700	0	0	0	0	0	0	0	0	0	810620	221900	0	0	0	0	0	0	0	0	0	0	0	254910	0	0	0	0	0	0	0	0	0	39946000	8117700	0	0	0	0	0	0	0	0	0	0	0	9325400	0	0	0	0	0	0	0	0	0	Bos taurus				9913	O77834
0	1038900	0	0	0	0	7576000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148420	0	0	0	0	1082300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1038900	0	0	0	0	7576000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	O97680
0	0	0	0	0	0	7322000	0	23724000	19544000	6687800	0	0	0	5318800	0	0	13221000	3217300	0	0	0	0	0	0	0	0	0	0	252480	0	240570	183320	230620	0	0	0	90549	0	0	335490	110940	0	0	0	0	0	0	0	0	0	0	14758000	0	21158000	28872000	13480000	0	0	0	7074100	0	0	7308600	5897100	0	0	0	0	Bos taurus				9913	P00432
0	0	0	0	0	0	0	0	0	0	9239400	0	7709300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461970	0	385470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9239400	0	7709300	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P00515;P31322
5966499840	5164599808	7623499776	6149499904	21831999488	20284999680	4483999744	2558400000	6165400064	14712000512	18311999488	9498000384	14746999808	2203300096	2070000000	1640099968	24173000704	531940000	1818700032	814600000	9998900224	9962399744	10832000000	47760000	30491000	64058000	53321000	301060000	325140000	37690000	25210000	50582000	116090000	389350016	80459000	265090000	22553000	17259000	33423000	502060000	3576100	10809000	12592000	119290000	121630000	125170000	698110016	640449984	1073200000	781880000	4172000000	5001500160	555539968	282020000	779880000	2179000064	5788400128	1229400064	3908999936	410590016	305660000	486560000	7056000000	6298600	723710016	240760000	1894000000	1784400000	1974999936	Bos taurus				9913	P00735
58985000	29740000	203980000	156260000	1005899968	1546400000	51783000	34640000	65845000	188540000	217620000	197450000	191880000	28902000	15144000	10256000	305300000	0	0	3223400	393769984	399420000	371440000	899150	941510	4064700	4464400	26719000	29546000	1247800	1159000	1548500	2427100	5627900	5385200	2867300	780370	487510	323510	7392300	0	0	179080	7944700	7018100	7890800	60745000	21523000	139990000	108690000	625560000	895059968	46160000	29029000	62391000	175880000	152440000	142940000	180280000	17719000	13016000	7451900	186810000	0	0	0	255530000	261240000	222590000	Bos taurus				9913	P00741
12048000	1221200	701929984	689390016	1461699968	1368700032	76462000	629350016	96622000	558689984	1225799936	541139968	689049984	856840000	39454000	246210000	5275599872	8983500	1619400	0	516360000	652110016	628880000	307700	58153	18291000	21409000	33843000	34665000	2415800	15173000	4269700	14342000	36006000	13516000	21937000	19820000	973930	5753300	121890000	73930	77112	0	15718000	16071000	14999000	19017000	3388000	305460000	368350016	585240000	665110016	60542000	248310000	88684000	219300000	568600000	244910000	354060000	322680000	38195000	108740000	2025799936	5371900	4492500	0	248090000	252620000	252580000	Bos taurus				9913	P00743
14999000	1234700	7911500	43572000	225060000	224490000	15767000	21637000	4223600	12009000	249930000	23362000	140480000	17203000	2494900	6794200	512470016	0	0	0	38301000	47068000	44997000	83393	56121	359610	477220	4748000	2494000	54829	210410	191980	154550	3270100	295650	3311300	100600	113410	25649	8078300	0	0	0	562040	635220	632360	16579000	2402200	15393000	41652000	143330000	139380000	18338000	21420000	15080000	30740000	153250000	21231000	108490000	18877000	8908200	7845800	290740000	0	0	0	50464000	41677000	39148000	Bos taurus				9913	P00744
9370800	0	294489984	224750000	1164300032	1488499968	0	190220000	41181000	0	117460000	33565000	106570000	173990000	5741400	31113000	527689984	0	0	0	215710000	171710000	246010000	334670	0	6546900	5399400	25809000	29520000	0	3841000	1470800	0	3633400	1040000	3419700	3412800	135310	845820	12247000	0	0	0	6858200	4858300	7154400	20084000	0	126550000	101130000	437929984	562350016	0	72696000	0	0	80494000	31604000	148920000	60136000	8120000	13862000	188530000	0	0	0	113970000	114870000	106180000	Bos taurus				9913	P00745
368820000	29707000	4582099968	4533899776	9991400448	14087999488	1005400000	495350016	877089984	1243200000	12172000256	1721200000	6250999808	437660000	322950016	2275599872	30133000192	124840000	27934000	1245200000	3613499904	3565600000	3464699904	16116000	1632700	192210000	192570000	357000000	465240000	45706000	20618000	37375000	55627000	479880000	75609000	257400000	19757000	14376000	73096000	1104800000	6923300	1006500	55145000	142370000	135790000	129650000	87995000	7218300	1313299968	1447100032	4724700160	7020100096	303560000	83402000	220370000	403660000	5584699904	422990016	3705499904	74653000	116080000	1312600064	16999999488	116990000	23932000	583990016	1482000000	1546099968	1550199936	Bos taurus				9913	P00978
1349400064	191160000	574569984	974190016	386060000	309040000	942480000	158230000	821600000	1390099968	1268800000	601560000	1204700032	179730000	348929984	34040000	254020000	32292000	74081000	1746000000	788009984	738350016	784889984	28329000	3718400	11293000	16960000	8394600	7081700	17055000	3892100	16038000	26314000	28148000	13557000	25435000	3693000	7296500	571240	6169500	859440	1455500	25889000	17393000	16961000	17407000	416700000	53754000	187260000	300020000	119580000	88807000	348910016	37775000	243200000	412100000	328150016	167360000	362560000	49804000	95902000	9290300	88133000	15906000	41005000	547880000	228520000	238930000	217610000	Bos taurus				9913	P01017
1904700032	89835000	8238499840	10014999552	12197000192	9286599680	2211099904	1951799936	3201900032	3090099968	9499499520	3982400000	12453000192	1395500032	787420032	269320000	4989599744	31359000	24412000	517620000	6938800128	5664200192	6107100160	28578000	1086000	100000000	114220000	160710000	111090000	35352000	25677000	56945000	44996000	117110000	56471000	155230000	18696000	11654000	3215600	63863000	342020	335000	7248500	90193000	71797000	74006000	574780032	25380000	1843900032	1709799936	2619399936	1547200000	748460032	486790016	1326700032	981670016	1866300032	1179699968	2547200000	333960000	240430000	48343000	1059299968	11077000	17315000	142210000	1397900032	1335600000	1383200000	Bos taurus				9913	P01030
390289984	97225000	25896000	113460000	0	0	236120000	100320000	281750016	25012000	0	29213000	7621600	101020000	0	0	0	0	0	8449000	23142000	42263000	38792000	31328000	1494800	2813300	4460700	0	0	15657000	1291900	2612200	4168600	0	3080800	1270300	262360	0	0	0	0	0	1408200	3857000	288640	4105600	187050000	37838000	25896000	80286000	0	0	128550000	42775000	200050000	38202000	0	29213000	19321000	41872000	0	0	0	0	0	21418000	35346000	40531000	38792000	Bos taurus				9913	P01035
1742599936	229240000	3681400064	2279699968	2542400000	727910016	2659300096	313769984	3569400064	5732800000	1656800000	2144000000	1442000000	318249984	1029899968	40305000	281620000	42877000	92186000	2032899968	2673999872	2443699968	2604100096	34871000	3912600	73563000	44417000	49407000	14557000	48559000	6109400	65971000	97432000	32397000	37559000	31178000	5808100	16942000	671850	5712700	945240	1833700	37595000	50466000	42571000	48004000	736489984	105860000	1253600000	919740032	909390016	288529984	1101699968	148870000	1501100032	1708199936	697920000	746929984	584040000	143030000	273849984	17798000	259620000	24641000	54909000	812489984	979870016	953510016	974400000	Bos taurus				9913	P01044
170510000	13825000	340649984	211180000	193100000	65858000	258080000	44170000	94057000	435590016	150130000	140810000	139880000	42606000	69029000	2972000	44125000	6005300	1931000	188200000	217080000	208600000	206180000	5014900	406620	10019000	6211200	5679400	1937000	7590500	1299100	2766400	11316000	4415500	4032400	4114200	1253100	2030300	87413	1297800	176630	56793	5434700	6330600	6032200	6064300	170510000	15298000	340649984	233680000	193100000	65858000	258080000	44170000	282769984	357910016	166120000	151700000	154780000	47144000	69029000	4453300	48825000	6645000	8169500	182850000	215240000	203870000	206180000	Bos taurus				9913	P01045
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374750	0	0	0	0	0	0	0	Bos taurus				9913	P01252
0	0	0	0	120970000	237410000	0	0	0	0	1775799936	4415800	307609984	0	0	0	373580000	0	0	0	9769300	5784000	228440000	0	0	0	0	517580	1167800	0	0	0	0	9301700	40512	1199400	0	0	0	1925200	0	0	0	46863	53065	33520	0	0	0	0	34034000	49950000	0	0	0	0	148170000	0	78583000	0	0	0	85155000	0	0	0	17851000	0	496080000	Bos taurus				9913	P01267
40221000	0	0	0	0	0	81445000	83465000	209750000	51844000	21707000	34836000	29750000	203950000	6747100	0	0	0	0	10411000	0	0	0	4650800	0	0	0	0	0	12265000	13911000	27425000	7187700	2476000	5806000	4958400	26168000	1124500	0	0	0	0	1735200	0	0	0	44664000	0	0	0	0	0	71699000	81346000	151460000	49933000	31393000	40334000	34446000	167410000	12154000	0	0	0	0	33745000	0	0	0	Bos taurus				9913	P01888
16652999680	11230999552	5311300096	12871999488	4073900032	3263200000	20152999936	2274299904	41328001024	10245000192	15841999872	7174199808	7478199808	2631500032	7756800000	301670016	5485199872	31026999296	73236996096	4700400128	8266599936	10419999744	10634000384	522910016	501969984	211460000	521230016	169820000	131480000	813520000	90364000	1127699968	419950016	514940000	239670000	303990016	100670000	278569984	10919000	187840000	1831200000	2363399936	218010000	376489984	445800000	320200000	7071300096	5753699840	2858599936	6536699904	2110300032	1886400000	8366199808	1398700032	13859000320	4866800128	6223900160	2845900032	3579599872	1426300032	3789999872	126500000	2873200128	17141000192	25492000768	2473499904	4056600064	5217099776	4184999936	Bos taurus				9913	P01966
34227000	0	34345000	118740000	0	0	55127000	17966000	125900000	26660000	56865000	22378000	5416100	0	18792000	0	0	0	0	46853000	26416000	42304000	31992000	961660	0	399170	3646200	0	0	1221500	353780	4299100	1612100	5169600	313550	492370	0	1120800	0	0	0	0	611400	479180	1132400	1007100	27209000	0	34345000	93346000	0	0	48061000	15878000	96488000	39292000	67908000	22378000	33306000	0	26685000	0	0	0	0	46853000	34401000	35138000	34682000	Bos taurus				9913	P02070
14769000448	8114100224	6325400064	14492000256	2746899968	2331500032	14951000064	2323899904	21966999552	10343999488	8139299840	5449399808	5738899968	1341799936	4100100096	196710000	2469299968	3417499904	10485999616	6790900224	8509599744	8478300160	8239699968	656569984	359070016	277660000	561539968	135240000	111750000	545859968	77443000	829809984	514169984	384790016	262540000	314640000	70105000	137380000	6390800	126050000	147860000	483760000	338820000	342540000	376820000	321449984	7734400000	4565400064	2632300032	7251500032	1077400064	769470016	7036199936	1089900032	12757000192	3712100096	3593999872	2290700032	3039000064	621619968	2261600000	89837000	1030099968	1704899968	4846300160	2507399936	3921999872	3861900032	3796999936	Bos taurus				9913	P02081
28224000	1648100	1514800000	1673600000	34888000	0	219500000	354720000	343040000	1672400000	166650000	1917699968	146190000	78217000	91307000	5723800	72996000	7683900	4172800	29616000	783929984	728809984	744569984	267220	22271	11538000	11937000	356720	0	1718000	2588700	3104100	13591000	1638600	16613000	1165500	673030	846430	21733	401040	103840	56389	223020	6738300	5505000	6102600	24812000	0	693969984	769180032	24720000	0	57697000	156190000	61137000	650110016	0	770739968	32195000	36322000	14704000	5822800	0	0	0	22723000	356710016	322780000	342020000	Bos taurus				9913	P02453
0	0	311129984	339950016	7656800	0	116290000	496209984	247030000	1234000000	12217000	699889984	14797000	182580000	52280000	0	0	1670100	1533300	0	337660000	470710016	429360000	0	0	1383100	1484300	98164	0	1070100	3153700	1656800	12077000	156620	7163600	110010	1391500	337050	0	0	21411	19658	0	3339200	3128700	3162300	0	0	381220000	366249984	32043000	0	69559000	295790016	145050000	779390016	0	448169984	19894000	114260000	43206000	0	0	0	0	0	239950000	258970000	268480000	Bos taurus				9913	P02459
0	0	1425200000	1430099968	0	0	63176000	295020000	128600000	894630016	58999000	1703399936	13333000	19525000	14487000	1422100	0	913850	0	0	456020000	498660000	451480000	0	0	12186000	12117000	0	0	902510	2442500	1668200	7625500	842850	14867000	190470	188780	206950	20316	0	13055	0	0	4859800	4441700	3626200	0	0	411480000	402350016	0	0	0	70210000	37498000	360400000	17310000	447630016	18338000	17781000	0	0	0	0	0	0	190520000	169250000	196890000	Bos taurus				9913	P02465
0	0	0	0	0	0	0	0	0	0	0	0	4895000	0	0	0	5542600	0	8533400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445000	0	0	0	503870	0	258060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6994700	0	0	0	7920100	0	8533400	0	0	0	0	Bos taurus				9913	P02510
5005300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5005300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P02584
0	0	0	0	0	6521300	9652500	0	11462000	0	0	0	4461900	0	0	0	0	0	0	0	6780100	0	0	0	0	0	0	0	2173800	3217500	0	3820800	0	0	0	1487300	0	0	0	0	0	0	0	2260000	0	0	0	0	0	0	0	7366700	10904000	0	12948000	0	0	0	38878000	0	0	0	0	0	0	0	7659100	0	0	Bos taurus				9913	P02639
3071599872	227540000	525449984	2150099968	352900000	257370000	242040000	75138000	367769984	401630016	541059968	244300000	391340000	58674000	149710000	6427500	148110000	116410000	151490000	266680000	440110016	426020000	433360000	38011000	2850900	8529200	30840000	5022500	3740100	3854200	1343700	5417000	6605300	9045700	4538400	6352300	939770	2001500	81890	2287100	1802400	2561800	3759800	6470700	5021400	5879500	940760000	89425000	172230000	980569984	162440000	113380000	104340000	43245000	179140000	187380000	210990000	152880000	196980000	39153000	80996000	5721700	86804000	46533000	56797000	154750000	193270000	214430000	212690000	Bos taurus				9913	P02672
2352600064	94624000	1248300032	1390300032	216720000	174370000	44187000	57650000	237830000	174670000	295360000	267330000	58435000	50358000	110090000	0	88697000	116390000	180440000	69963000	310080000	355790016	349249984	59609000	2178200	33809000	33033000	5228100	4438100	1058400	1570600	7014900	5005700	7723000	8095500	1227600	973640	2874700	0	2777700	3076900	4649500	1793200	8251400	9418800	9965700	445880000	28442000	294240000	327870016	77794000	52631000	40450000	14155000	71102000	68223000	109220000	71293000	63134000	15465000	42666000	0	44319000	41761000	49527000	46638000	97154000	104790000	99259000	Bos taurus				9913	P02676
69996003328	16140000256	78762999808	97936998400	107509997568	105230000128	245900001280	32956999680	197439995904	275069992960	333379993600	131580002304	278359998464	57090998272	124189999104	11607000064	73043001344	13086000128	25493000192	497820008448	207729999872	194369994752	205719994368	823510016	187330000	891340032	1027099968	1201200000	1099500032	2651399936	363020000	2127200000	2934400000	3802200064	1493100032	3200499968	660569984	1408999936	104300000	811020032	166080000	294390016	5740199936	2298700032	2167899904	2356900096	13358000128	3276699904	15624999936	18480001024	17980000256	19478999040	43931000832	7027500032	35127001088	42929000448	49484001280	24864999424	46599999488	11863000064	24881999872	3116399872	14798999552	2385400064	4997199872	73593004032	33048000512	34083000320	34027999232	Bos taurus				9913	P02769
107540000	30929000	105780000	154920000	32290000	0	381020000	6931700	703609984	580889984	20873000	205800000	4869500	4592100	59467000	0	8532000	0	0	0	127850000	185750000	165720000	17341000	5103900	17915000	26880000	6458000	0	60103000	1386300	107560000	87981000	4174600	35251000	973890	918410	9477800	0	1706400	0	0	0	19329000	28326000	28366000	88260000	22948000	105780000	126230000	34872000	0	271249984	24429000	544529984	439040000	73560000	168140000	0	16183000	49659000	0	16823000	0	0	0	127850000	142150000	137800000	Bos taurus				9913	P04815
0	0	0	0	0	0	0	0	0	0	0	0	4573600	0	0	0	16870000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152450	0	0	0	219310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16870000	0	0	0	0	0	0	Bos taurus				9913	P05059
0	0	0	0	12454000	42650000	0	0	0	0	91993000	0	88750000	0	0	4805800	227120000	0	0	0	0	0	0	0	0	0	0	159600	901980	0	0	0	0	2461200	0	2037100	0	0	85251	5211500	0	0	0	0	0	0	0	0	0	0	17294000	25680000	0	0	0	0	56807000	0	52848000	0	0	3694000	84617000	0	0	0	0	0	0	Bos taurus				9913	P05307
0	0	0	0	0	0	0	0	0	5084200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5084200	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P06623
1753100032	71783000	616400000	1636899968	543340032	411190016	1607299968	169070000	1592099968	2218200064	1623399936	1248499968	1428400000	229890000	393920000	23577000	341360000	6424400	17434000	2052999936	1283800064	1110599936	1122899968	19696000	534120	6436700	17989000	5873700	3988400	17360000	1816400	16839000	24318000	19240000	15293000	16998000	2371700	4203500	250150	4559200	85236	294260	24755000	14105000	12246000	11387000	234350000	11434000	123150000	232930000	109320000	77496000	244630000	27291000	235130000	278600000	275080000	242790000	213700000	39166000	66961000	5245200	83245000	0	8026300	254500000	203270000	163680000	172070000	Bos taurus				9913	P06868
152970000	4704300	1079399936	355049984	3258400000	4067899904	110780000	96091000	70661000	362140000	250450000	578179968	228800000	59743000	13815000	5252300	179590000	0	0	41077000	757740032	784369984	812620032	3658800	127140	20581000	7017100	60561000	77722000	2277400	1948700	1489800	8792200	4895600	10631000	5243900	1039300	373380	141950	3756000	0	0	949280	15286000	17189000	15521000	72427000	4539600	347630016	153660000	930920000	1046000000	65687000	43387000	62996000	166710000	109630000	197670000	127000000	35832000	13321000	5537700	88830000	0	0	45113000	276840000	263060000	281860000	Bos taurus				9913	P07224
0	0	0	6181500	0	0	189120000	5329500	174260000	61526000	0	8322100	0	16806000	0	0	0	0	0	0	8984700	9928900	11236000	0	0	0	1236300	0	0	9758900	1065900	15699000	2309300	0	1664400	0	3361100	0	0	0	0	0	0	1796900	1985800	2247200	0	0	0	18921000	0	0	147790000	16313000	185470000	61526000	0	25473000	0	20119000	0	0	0	0	0	0	27501000	30391000	34392000	Bos taurus				9913	P07455
75684000	30713000	133520000	168470000	15522000	0	1362499968	266830000	2421199872	343390016	14731000	132850000	10251000	537689984	21046000	0	0	0	0	10525000	205590000	216700000	218700000	8409300	3056500	14835000	16948000	1724700	0	125740000	25491000	230810000	35794000	1636800	13446000	1139000	51863000	2338400	0	0	0	0	1169400	20573000	22165000	20559000	83725000	30713000	127920000	168470000	22666000	0	1203000064	239570000	2288600064	312969984	21511000	132850000	14969000	494580000	23282000	0	0	0	0	15369000	205590000	216700000	201650000	Bos taurus				9913	P07456
0	1811800	6838500	29309000	23896000	19786000	234760000	0	286480000	147650000	44538000	39848000	29825000	2316000	17218000	0	11457000	0	1814700	0	65185000	48061000	63923000	0	452960	1709600	7327300	5974000	4946400	52664000	0	67504000	35269000	11134000	9961900	7456300	579000	4304500	0	2864300	0	453680	0	16296000	12015000	15062000	0	3019300	11396000	30157000	24587000	20358000	206470000	0	286480000	145160000	45826000	41000000	30688000	3859500	17716000	0	11789000	0	3024200	0	67071000	49451000	61990000	Bos taurus				9913	P07507
2643300096	122000000	8452100096	5845100032	7085700096	5290599936	1039400000	164670000	1550999936	2196000000	2964800000	2512199936	2867200000	159040000	1165900032	20302000	704430016	830110016	786449984	73225000	3093299968	3235599872	3484499968	11419000	410030	38476000	26350000	31650000	23797000	4608200	639410	6811100	10113000	14852000	10852000	14904000	643900	5125900	61898	3509800	3785300	3141600	517510	13408000	14163000	15906000	253400000	20884000	844920000	591769984	757670016	468360000	158530000	25588000	198810000	263100000	371969984	309649984	363550016	30263000	152550000	5525000	107350000	84252000	93714000	0	353110016	420849984	414609984	Bos taurus				9913	P07589
39873000	15505000	0	6778400	0	0	0	0	0	0	0	0	0	0	0	0	3138800	0	0	0	0	0	0	1478300	395140	0	356760	0	0	0	0	0	0	0	0	0	0	0	0	165200	0	0	0	0	0	0	39873000	12726000	0	15286000	0	0	0	0	0	0	0	0	0	0	0	0	7078200	0	0	0	0	0	0	Bos taurus				9913	P08037
0	0	0	0	25224000	29637000	2325200	0	0	0	0	0	14905000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198610	122150	18309	0	0	0	0	0	117360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47449000	51823000	4374000	0	0	0	0	0	51823000	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P08169
0	0	0	0	0	0	10820000	0	22066000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601100	0	1225900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10820000	0	22066000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P09867
0	1541700	4921100	5504300	9679500	7692700	24563000	3180200	79887000	58214000	170580000	6058500	28050000	3508600	44908000	0	11738000	1873200	8901300	0	19054000	10866000	11680000	0	308330	984210	1100900	1935900	1538500	4912500	636050	15532000	6073400	34115000	1211700	5610000	701720	8981600	0	2347500	374630	1780300	0	2085700	2173100	2336100	0	2162900	6904100	7722400	13580000	10793000	34461000	4461800	79887000	73574000	185100000	8499900	39354000	4922500	36167000	0	16468000	2628000	12488000	0	24081000	15244000	16387000	Bos taurus				9913	P0C0S9;Q3ZBX9;A1A4R1
0	0	0	0	0	4873400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4873400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P63048;P62992;P0CG53;P0CH28
574310016	452180000	676070016	686230016	820609984	804499968	379260000	182190000	822659968	812760000	1028699968	697350016	1363800064	92640000	197690000	38519000	658259968	331940000	1020600000	3509600	523569984	639360000	706230016	24967000	13714000	24107000	27194000	27943000	27066000	16932000	5993800	28585000	28982000	41828000	21902000	55719000	3052700	8303500	564390	19406000	11768000	32820000	219350	16238000	22178000	27889000	283800000	102350000	307060000	318340000	331289984	308590016	182790000	73505000	379640000	418880000	450800000	316209984	560689984	45367000	78415000	10275000	298889984	152600000	369880000	0	300289984	298590016	307310016	Bos taurus				9913	P10096
0	0	6871800	0	0	0	0	0	0	0	0	0	0	0	15627000	0	0	0	0	0	0	0	0	0	0	1145300	0	0	0	0	0	0	0	0	0	0	0	2604500	0	0	0	0	0	0	0	0	0	0	22499000	0	0	0	0	0	0	0	0	0	0	0	22499000	0	0	0	0	0	0	0	0	Bos taurus				9913	P10103
20793000	0	34074000	30400000	0	0	330080000	31239000	891969984	762089984	0	123940000	0	49560000	0	0	0	0	0	0	129100000	74216000	5556600	2970400	0	4867800	4342900	0	0	9017900	3675800	49982000	37874000	0	7530800	0	3024400	0	0	0	0	0	0	7331800	1311800	793800	32382000	0	53067000	47345000	0	0	294049984	84531000	732360000	635699968	0	128420000	0	103170000	0	0	0	0	0	0	139790000	84724000	0	Bos taurus				9913	P10152
38519000	9945400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2636200	4520700	0	0	0	0	1394000	162410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87718	147980	0	0	0	0	28152000	8638300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3442900	5904200	0	0	0	0	Bos taurus				9913	P11116
81462000	8103900	281369984	353740000	90359000	105430000	587699968	179700000	809590016	632979968	350910016	347320000	346350016	238300000	181570000	3859100	105580000	22899000	15933000	0	276649984	295310016	247050000	7579800	810390	16962000	20064000	8190800	6267300	37217000	10689000	46772000	38759000	21744000	26374000	20677000	13574000	11648000	343300	9441500	1596000	1593300	0	17760000	18328000	13172000	77078000	7590100	202360000	220830000	94118000	73131000	375720000	111760000	529129984	379809984	252240000	269460000	238450000	142980000	109090000	4473500	96081000	22899000	25846000	0	181980000	184410000	171850000	Bos taurus				9913	P12260
0	9514500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5130700	0	0	0	0	0	157760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183240	0	0	0	0	0	7607000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7209300	0	0	0	0	Bos taurus				9913	P12378
0	2533400	0	2664100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180950	0	190290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2533400	0	2664100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P12624
134370000	44536000	0	0	125400000	125200000	45368000	22061000	0	0	155100000	0	0	12878000	13245000	0	122990000	0	169300000	0	113890000	0	0	2488300	720590	0	0	2322200	2318400	840150	408530	0	0	2872300	0	0	238480	245270	0	2277700	0	3135100	0	2109100	0	0	135070000	44536000	0	0	126050000	125850000	45605000	22176000	0	0	155910000	0	0	12945000	13314000	0	123640000	0	170180000	0	114480000	0	0	Bos taurus				9913	P12661
