Intensity 31_200_PS Carb_10	Intensity 32_200_PS Carb_100	Intensity 33_small_Citrate_10	Intensity 34_large_Citrate_10	Intensity 35_small_PEI_10	Intensity 36_large_PEI_10	Intensity 37_large_PVP@AU_100	Intensity 38_small_PVP@AU_10	Intensity 39_small_PVP@AU_100	Intensity 40_large_Citrate_100	Intensity 41_large_PEI_100	Intensity 42_small_Citrate_100	Intensity 43_small_PEI_100	Intensity 44_large_PVP@AU_10	Intensity 45_large_PEG@Au_100	Intensity 46_large_PEI@Au_100	Intensity 47_small_PEI@Au_100	Intensity 48_200_PS Carb@ PEG_100	Intensity 49_200_PS Carb@ PEG_100	Intensity 50_FBS	Intensity 51_SPQC1	Intensity 52_SPQC2	Intensity 53_SPQC3	iBAQ 31_200_PS Carb_10	iBAQ 32_200_PS Carb_100	iBAQ 33_small_Citrate_10	iBAQ 34_large_Citrate_10	iBAQ 35_small_PEI_10	iBAQ 36_large_PEI_10	iBAQ 37_large_PVP@AU_100	iBAQ 38_small_PVP@AU_10	iBAQ 39_small_PVP@AU_100	iBAQ 40_large_Citrate_100	iBAQ 41_large_PEI_100	iBAQ 42_small_Citrate_100	iBAQ 43_small_PEI_100	iBAQ 44_large_PVP@AU_10	iBAQ 45_large_PEG@Au_100	iBAQ 46_large_PEI@Au_100	iBAQ 47_small_PEI@Au_100	iBAQ 48_200_PS Carb@ PEG_100	iBAQ 49_200_PS Carb@ PEG_100	iBAQ 50_FBS	iBAQ 51_SPQC1	iBAQ 52_SPQC2	iBAQ 53_SPQC3	Top3 31_200_PS Carb_10	Top3 32_200_PS Carb_100	Top3 33_small_Citrate_10	Top3 34_large_Citrate_10	Top3 35_small_PEI_10	Top3 36_large_PEI_10	Top3 37_large_PVP@AU_100	Top3 38_small_PVP@AU_10	Top3 39_small_PVP@AU_100	Top3 40_large_Citrate_100	Top3 41_large_PEI_100	Top3 42_small_Citrate_100	Top3 43_small_PEI_100	Top3 44_large_PVP@AU_10	Top3 45_large_PEG@Au_100	Top3 46_large_PEI@Au_100	Top3 47_small_PEI@Au_100	Top3 48_200_PS Carb@ PEG_100	Top3 49_200_PS Carb@ PEG_100	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	Species	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Majority protein IDs
#!{Type}E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	C	C	C	C	C	T
0	0	0	0	101030000	87876000	0	0	0	0	1016400000	0	482660000	0	0	2473700	426300000	0	0	0	12687000	25196000	11325000	0	0	0	0	3372500	2619000	0	0	0	0	36510000	0	16903000	0	0	107550	13850000	0	0	0	551600	456060	492410	0	0	0	0	56702000	63720000	0	0	0	0	396830016	0	229110000	0	0	5341000	219660000	0	0	0	32705000	32025000	29195000	Bos taurus				9913	Q0VCG9
0	1444200	4950500	0	0	3406500	0	0	0	0	4807100	2935000	5530800	0	0	0	6753100	0	0	0	0	3575000	0	0	27249	93406	0	0	64273	0	0	0	0	90700	55377	104350	0	0	0	127420	0	0	0	0	67453	0	0	1551400	5317900	0	0	3659300	0	0	0	0	5163800	3152800	5941200	0	0	0	6753100	0	0	0	0	3840300	0	Bos taurus				9913	Q0VCM4;P79334
105620000	1364400	10088999936	9165200384	5223300096	4731100160	286769984	512300000	256110000	1129500032	1786700032	1781399936	1535799936	141330000	74738000	322080000	5781100032	31750000	11160000	350160000	2497999872	2604699904	2696600064	1726500	33279	130990000	122960000	68626000	59309000	4342500	7487500	4723500	13655000	24126000	24878000	18393000	2137200	1237400	4583600	88354000	275350	101540	5403400	34775000	37456000	35454000	53038000	0	2080199936	1762300032	1134899968	1025000000	93617000	163300000	94970000	468800000	483900000	462270016	453760000	49519000	37516000	90945000	1298400000	17107000	9180200	130910000	741510016	708960000	764009984	Bos taurus				9913	Q0VCM5
7258400	11736000	56297000	23716000	60113000	24706000	46262000	1479800	78297000	548590016	0	259400000	74826000	0	62604000	0	0	0	0	0	80590000	113570000	120380000	382020	392970	467180	1248200	674360	1300300	575280	77883	1482800	15934000	0	8595400	1305900	0	1324100	0	0	0	0	0	1396100	3108500	3149900	0	7475200	48244000	41517000	42634000	27547000	46833000	8077800	66441000	229780000	0	125480000	66294000	0	35149000	0	0	0	0	0	62979000	79676000	66357000	Bos taurus				9913	Q0VCP3
45917000	0	118950000	144090000	156060000	14657000	131070000	221910000	117740000	245750000	29392000	290449984	34744000	176140000	32958000	0	5834400	0	0	0	78473000	89011000	91760000	1574800	0	4579600	5768800	4970000	234710	3250100	5711400	4761600	7576700	765510	8577500	875960	4498600	822320	0	265200	0	0	0	3119400	3479800	3575200	33202000	0	66616000	96911000	73799000	13565000	88181000	100080000	92197000	130940000	28023000	147680000	37607000	90481000	24850000	0	16205000	0	0	0	56129000	56572000	62275000	Bos taurus				9913	Q0VCX1
0	0	17453000	0	73403000	66049000	0	0	0	28044000	17023000	57972000	60991000	0	0	3911000	218150000	1076600	2648400	0	28718000	10876000	19258000	0	0	212500	0	1372200	1338500	0	0	0	477210	567420	679200	1253300	0	0	92787	4453100	35888	88280	0	199620	362520	198650	0	0	18343000	0	34474000	32658000	0	0	0	28645000	28188000	37707000	43936000	0	0	1866900	66521000	0	0	0	27832000	18009000	22021000	Bos taurus				9913	Q0VCX2
0	4293400	0	0	0	0	0	0	0	47254000	0	11625000	0	0	11498000	0	0	0	0	0	8878300	0	0	0	477040	0	0	0	0	0	0	0	1689100	0	1291600	0	0	575360	0	0	0	0	0	986470	0	0	0	5678600	0	0	0	0	0	0	0	47254000	0	15375000	0	0	11498000	0	0	0	0	0	11743000	0	0	Bos taurus				9913	Q0VFX8
5094700	4567400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424560	215900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6405100	4567400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q148C9
2765400	0	25477000	15581000	41352000	43884000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212720	0	1959800	1198500	2671000	2764900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6069500	0	22136000	18191000	34722000	35944000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q17QH6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4022800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4022800	0	0	0	0	0	0	Bos taurus				9913	Q1RMU3
76211000	0	197520000	314350016	0	0	510630016	108890000	846750016	301289984	0	385809984	0	111970000	18022000	0	0	0	0	0	145730000	150430000	149660000	1213900	0	4912600	5020400	0	0	9505700	1882600	20696000	7337200	0	7292900	0	1894900	500600	0	0	0	0	0	3570800	3648100	3573600	53331000	0	125900000	210270000	0	0	297380000	63000000	467520000	197900000	0	206670000	0	68658000	18013000	0	0	0	0	0	107870000	101330000	107490000	Bos taurus				9913	Q24K22
0	0	0	0	0	0	0	0	0	7373600	0	8714400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216870	0	256310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16088000	0	16088000	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q27965;Q27975;P0CB32
123130000	4666300	149610000	359120000	264570000	274680000	243140000	184780000	403460000	205830000	374910016	121290000	338740000	192280000	92796000	22508000	395400000	1493000	0	0	155980000	160130000	229690000	9125800	358950	5483300	18757000	16896000	17676000	15538000	8563800	26250000	11412000	27174000	8104800	24358000	12767000	5122200	1347600	23930000	114840	0	0	10632000	10198000	13344000	106040000	7679900	117690000	187960000	173990000	181310000	227030000	80654000	292350016	128840000	233810000	105360000	265590000	136310000	61941000	12943000	259530000	0	0	0	138220000	132570000	159900000	Bos taurus				9913	Q27967
0	0	0	0	0	0	0	0	0	30073000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30073000	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q27968
0	1053700	0	0	0	0	250070000	2587800	339540000	9113000	0	0	0	28203000	0	0	0	2954600	1826000	0	0	0	0	0	30105	0	0	0	0	6872800	73937	7163000	260370	0	0	0	528980	0	0	0	84417	52172	0	0	0	0	0	6787400	0	0	0	0	167790000	16670000	148160000	55132000	0	0	0	41654000	0	0	0	9119600	11763000	0	0	0	0	Bos taurus				9913	Q27970
0	1582000	0	0	25297000	14819000	138060000	26905000	328870016	0	0	0	0	74448000	0	0	0	0	4078500	0	0	18545000	0	0	51034	0	0	90864	81518	1383100	419620	3834400	0	0	0	0	798110	0	0	0	0	131570	0	0	486530	0	0	5331200	0	0	21931000	18774000	68663000	15810000	115080000	0	0	0	0	33970000	0	0	0	0	4797500	0	0	18714000	0	Bos taurus				9913	Q27971
0	0	12740000	27237000	0	0	433489984	54556000	747800000	454230016	0	94339000	0	72854000	109990000	0	0	0	0	0	85155000	107590000	119050000	0	0	381210	1702300	0	0	17565000	2573000	25860000	17599000	0	5232000	0	2724600	5023900	0	0	0	0	0	3788000	5762700	5869900	0	0	14600000	24964000	0	0	146820000	23477000	279550016	168910000	0	48109000	0	40642000	44057000	0	0	0	0	0	54230000	48731000	59539000	Bos taurus				9913	Q27972
0	0	0	0	0	0	0	0	0	11477000	0	17642000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2295400	0	1858100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16092000	0	17642000	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q27976
6638200	10320000	47623000	19925000	30973000	41646000	37297000	0	157150000	308390016	305710016	229410000	249760000	0	78757000	7976900	204500000	6190400	14243000	0	84979000	85579000	37064000	65081	15156	114110	195340	46754	66526	365660	0	458530	1115900	973630	996950	947680	0	204470	14864	795960	30033	139640	0	67553	169040	363370	13834000	8715200	43956000	24042000	30973000	35511000	59640000	0	102450000	182850000	160510000	126400000	150130000	0	53116000	6844400	109020000	7032000	14254000	0	65972000	64582000	61748000	Bos taurus				9913	Q27991
0	0	0	0	0	0	2917800	1672700	5666000	9213400	0	0	0	5386000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265260	152060	515090	837580	0	0	0	277840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3326900	1907200	6460400	10505000	0	0	0	5386000	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q28008
0	0	64557000	7608700	5998400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4088100	0	0	0	1296300	362320	285640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194670	0	0	0	43797000	14225000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7642800	0	Bos taurus				9913	Q28017
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8989300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8989300	0	0	0	0	0	0	Bos taurus				9913	Q28021
0	0	0	0	0	0	0	0	0	0	53437000	0	15871000	0	0	0	43850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2812500	0	835320	0	0	0	1276500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46888000	0	19882000	0	0	0	43850000	0	0	0	0	0	0	Bos taurus				9913	Q28034
0	0	11441000	10310000	0	0	48071000	0	74059000	30956000	0	20125000	0	0	0	0	0	0	0	0	11906000	6999300	9855600	0	0	1906800	1718400	0	0	5124000	0	9620900	3491700	0	3354200	0	0	0	0	0	0	0	0	1984300	1166600	1642600	0	0	14215000	12811000	0	0	48071000	0	76460000	31960000	0	25006000	0	0	0	0	0	0	0	0	14793000	8696800	12246000	Bos taurus				9913	Q28038
992830016	126120000	2697700096	2485199872	3381700096	545769984	656819968	1042800000	1882300032	1496400000	305969984	1495900032	1022899968	1111600000	279720000	3939000	439960000	62807000	74544000	45743000	1707799936	1417799936	1280899968	13679000	1453800	51190000	39369000	59918000	6269300	8846800	13206000	35407000	30860000	6593400	22676000	17330000	13074000	2882900	24845	9460400	554090	762510	635160	31400000	20206000	20683000	302560000	87567000	533100000	311140000	634150016	240110000	448129984	282470016	1308600064	396280000	447680000	247440000	307329984	448200000	220900000	3521000	333350016	63387000	71226000	55547000	446580000	294009984	274070016	Bos taurus				9913	Q28065
11425999872	252810000	16474000384	15861999616	9971600384	267730000	5910199808	4642100224	7862900224	29852000256	677080000	28482000896	3724399872	1246300032	1003600000	24002000	52459000	3706200	0	557929984	12380999680	11166999552	13475999744	85434000	1308600	139400000	130610000	76232000	1881000	50570000	35157000	73747000	241200000	5956300	273400000	32735000	9669500	8465100	29579	529750	58829	0	5565000	106460000	90546000	113310000	1837200000	33176000	2434800128	2547300096	1642000000	50242000	1024200000	685600000	1424000000	3956300032	128120000	4143399936	650339968	185190000	243760000	3608200	30511000	5323600	0	126340000	1875299968	1931600000	1982400000	Bos taurus				9913	Q28085
0	0	68476000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	793060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25835000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q28106
2445600000	1755100032	3079099904	3780699904	2138199936	1161100032	1197100032	1870800000	1641100032	3850299904	769630016	3581299968	1739299968	1752599936	227950000	16564000	634960000	3530400	11235000	20273000	2260100096	2150799872	2091200000	13078000	8795800	16173000	19597000	10907000	5483500	6176600	10194000	8104800	18964000	3810900	19913000	9844400	8841000	909720	64571	3517300	27163	95271	50599	10766000	10699000	10950000	343089984	311030016	418190016	426880000	247100000	143210000	176530000	248170000	270300000	643510016	104810000	472369984	195570000	345990016	54369000	2850100	75610000	0	9017900	19678000	356470016	281080000	343670016	Bos taurus				9913	Q28107
0	0	0	0	0	0	0	2519900	0	0	0	0	0	2877300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148230	0	0	0	0	0	169260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2519900	0	0	0	0	0	2877300	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q28120
0	0	0	0	0	0	0	0	0	0	202430000	0	6122200	3026000	111340000	0	15467000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441310	0	92760	45848	568800	0	234350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77129000	0	17138000	0	34186000	0	24197000	0	0	0	0	0	0	Bos taurus				9913	Q28146
3111099904	76393000	3252499968	2756600064	2910799872	1606899968	13646999552	1965500032	19203000320	26972000256	687240000	9523200000	6752999936	2128800000	7702600192	66519000	28642000	10392000	22922000	127550000	7078000128	8075100160	7441999872	33014000	754900	35468000	31106000	31254000	17398000	142300000	21144000	209390000	310840000	8810400	103070000	77463000	24622000	77905000	311440	461970	64022	255100	1571600	81802000	83974000	84358000	651420032	22003000	612040000	690899968	553280000	267000000	3058899968	463710016	3828199936	4783399936	195870000	1692499968	1328199936	465590016	1546599936	3169600	36812000	9660700	12345000	83897000	1397900032	1835299968	1417900032	Bos taurus				9913	Q28178
0	0	0	0	0	0	0	0	0	0	57241000	0	14125000	0	0	0	4787500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1331200	0	328500	0	0	0	111340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48724000	0	24628000	0	0	0	16194000	0	0	0	0	0	0	Bos taurus				9913	Q28824
0	0	0	0	22125000	26329000	0	0	0	0	191310000	0	45372000	0	8956500	5816400	168270000	0	0	9608100	10027000	9637700	9356100	0	0	0	0	1229200	320150	0	0	0	0	3076900	0	474140	0	497580	88946	3331500	0	0	533780	557070	535430	519780	0	0	0	0	29427000	29628000	0	0	0	0	191310000	0	52562000	0	11912000	6545100	160970000	0	0	12779000	13337000	12818000	12444000	Bos taurus				9913	Q29423
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10590000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10590000	0	0	0	Bos taurus				9913	Q29437;O46406;Q9TTK6
1056200000	218080000	5412800000	6493499904	4361999872	5909000192	23246999552	1667900032	19337000960	27399999488	35164000256	9334500352	24989999104	3892999936	9049100288	741409984	4865200128	389340000	742510016	70016999424	18343000064	16977999872	16627000320	11089000	1686400	57771000	75188000	50552000	67672000	241440000	19456000	227170000	335190016	389920000	105910000	292670016	41983000	98632000	7261000	54584000	4048600	8552200	839230016	199520000	192580000	201420000	176450000	53081000	816590016	895809984	666470016	732430016	2852300032	225570000	2304199936	4329500160	4493300224	1264600064	3879599872	674220032	1122300032	140870000	645040000	67325000	92543000	6960500224	2584100096	2152000000	2196999936	Bos taurus				9913	Q29443
0	0	0	0	0	0	0	0	2529400	5806400	0	0	0	0	47642000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68363	156930	0	0	0	0	1287600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53767000	53767000	0	0	0	0	53767000	0	0	0	0	0	0	0	0	Bos taurus				9913	Q29465
2910000	0	5570500	9657000	0	0	0	0	0	0	0	15928000	0	0	0	0	0	0	0	0	0	0	0	138570	0	265260	206800	0	0	0	0	0	0	0	385740	0	0	0	0	0	0	0	0	0	0	0	4737700	0	9069300	9657000	0	0	0	0	0	0	0	15928000	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q29RI6
5494400	0	8846000	10312000	0	0	21183000	5604400	17832000	27945000	35524000	7367500	0	6864800	7878200	0	0	0	0	43593000	0	16308000	14717000	366290	0	589740	687440	0	0	1412200	373630	1188800	1863000	2368300	491170	0	457650	525210	0	0	0	0	2906200	0	1087200	981160	5494400	0	8846000	10312000	0	0	21183000	5604400	17832000	27945000	35524000	7367500	0	6864800	7878200	0	0	0	0	43593000	0	16308000	14717000	Bos taurus				9913	Q29RM2
1093200000	58973000	3574599936	5297500160	17819000	0	129290000	242630000	102440000	773030016	73840000	1117500032	34237000	34435000	5119800	0	0	1811500	0	129060000	1151500032	1211699968	1169799936	13774000	571300	40377000	61485000	145860	0	1719300	3234200	1303600	9471600	761980	12519000	645980	420270	96601	0	0	34180	0	1785900	13245000	13026000	13971000	180260000	11845000	618110016	810569984	29253000	0	49478000	47255000	47236000	154160000	57155000	216790000	0	15023000	0	0	0	5252800	0	71994000	249360000	249590000	235920000	Bos taurus				9913	Q29RQ1
24661000	4221900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1575100	0	0	0	0	794340	145580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54313	0	0	0	0	23036000	3601200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3765900	0	0	0	0	Bos taurus				9913	Q29RU2
30935000	0	144800000	154960000	0	0	695990016	0	0	9112100	1438200064	53857000	0	0	0	0	0	0	0	0	7689900	15452000	18716000	511600	0	2088800	2212700	0	0	13384000	0	0	175230	27659000	889470	0	0	0	0	0	0	0	0	147880	297150	359930	202220000	0	796099968	820659968	0	0	738300032	0	0	319070016	1525699968	374110016	0	0	0	0	0	0	0	0	0	188410000	214980000	Bos taurus				9913	Q29RU4
0	0	0	0	0	0	0	0	0	0	17817000	0	0	0	5922200	0	3150800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456840	0	0	0	151850	0	80791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17817000	0	0	0	5922200	0	5045300	0	0	0	0	0	0	Bos taurus				9913	Q29RV1
0	0	0	10672000	0	0	0	0	0	0	0	16498000	0	0	0	0	0	0	0	0	5785900	0	0	0	0	0	463990	0	0	0	0	0	0	0	717300	0	0	0	0	0	0	0	0	251560	0	0	0	0	0	10672000	0	0	0	0	0	0	0	16498000	0	0	0	0	0	0	0	0	5785900	0	0	Bos taurus				9913	Q29RY7
0	0	173470000	170550000	0	0	8415800	63485000	89240000	1030000000	0	722289984	0	6360400	5649500	0	0	0	0	0	162410000	152680000	149560000	0	0	3702000	4079800	0	0	255020	1434600	2704300	20251000	0	16509000	0	192740	171200	0	0	0	0	0	3890800	3724700	2751100	0	0	49599000	52748000	0	0	19998000	18506000	40009000	194690000	0	124850000	0	7265300	0	0	0	0	0	0	58074000	59139000	63454000	Bos taurus				9913	Q2HJ49
0	0	0	0	46431000	51424000	0	0	0	0	115550000	0	86098000	0	0	3362500	121510000	0	0	0	0	23732000	22604000	0	0	0	0	2211000	2448800	0	0	0	0	5502200	0	4099900	0	0	160120	5786200	0	0	0	0	1130100	1076400	0	0	0	0	49429000	54745000	0	0	0	0	115550000	0	91658000	0	0	3579600	121510000	0	0	0	0	25264000	24064000	Bos taurus				9913	Q2HJ86;Q3ZCJ7;Q32KN8
108370000	80754000	883859968	851960000	20181000	4316200	428840000	76118000	989400000	1557600000	93147000	496780000	27651000	85050000	193150000	0	8165200	4915200	5917600	17297000	547329984	550480000	357080000	1836000	1553500	18937000	18831000	477110	154150	6987300	1478400	18494000	25773000	2268500	10598000	701310	1722300	3357600	0	291620	85209	211340	617760	10773000	11799000	7202200	68774000	37486000	348630016	300670016	0	0	230710000	55145000	473860000	792569984	0	227410000	0	55594000	111220000	0	0	4766500	10138000	40312000	246110000	230500000	244190000	Bos taurus				9913	Q2KIG3
105100000	0	4806400000	5717100032	1965699968	17520000	9687499776	6047900160	17654999040	28978999296	248330000	12819000320	924369984	6943699968	1950300032	37834000	0	0	0	114440000	7981599744	8919300096	8034500096	11155000	0	346369984	387340000	137160000	1292900	622190016	391080000	1327000064	2044599936	16091000	864190016	67769000	471360000	118600000	277320	0	0	0	9688400	563369984	596360000	595169984	62204000	0	1984000000	2133799936	737209984	18286000	3710400000	2744499968	7535799808	11863000064	87113000	4975900160	356729984	2884300032	705699968	3138900	0	0	0	83910000	3076100096	3099599872	3242899968	Bos taurus				9913	Q2KIS7
43018000	8384700	98506000	115720000	0	0	60019000	12933000	31855000	117530000	45420000	71921000	9383700	0	6931400	0	0	0	0	148400000	51330000	67135000	66212000	1344400	145600	3795400	4244000	0	0	1322500	514160	1474500	3861500	4129100	3089200	853060	0	630130	0	0	0	0	3687900	2921500	1929500	1707000	43018000	8384700	77670000	95022000	0	0	51932000	21972000	45490000	103190000	60464000	57017000	28331000	0	20927000	0	0	0	0	136410000	61129000	60006000	61978000	Bos taurus				9913	Q2KIT0
0	0	0	0	0	0	0	0	0	0	16627000	0	12714000	0	0	0	0	0	0	36625000	4355300	0	0	0	0	0	0	0	0	0	0	0	0	1248800	0	851980	0	0	0	0	0	0	2140000	544410	0	0	0	0	0	0	0	0	0	0	0	0	17994000	0	13759000	0	0	0	0	0	0	36625000	8415000	0	0	Bos taurus				9913	Q2KIU3
51747000	0	148060000	218600000	253130000	0	55399000	48839000	74620000	816899968	43316000	410920000	56961000	38952000	93808000	0	8577500	0	0	0	246850000	224810000	240210000	2455700	0	1373100	1764800	4163200	0	2303600	135930	3395900	12941000	2707300	3993100	2283400	137540	280700	0	536100	0	0	0	1459900	1497000	2089600	41230000	0	136760000	138780000	135060000	0	46440000	32412000	58547000	472820000	66508000	248690000	58929000	35724000	62330000	0	12459000	0	0	0	159420000	147820000	149290000	Bos taurus				9913	Q2KIV9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q2KIX7
0	0	0	0	0	0	8128600	0	18246000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1161200	0	2606600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8128600	0	18246000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q2KIY7
0	1588600	18105000	15792000	15518000	13850000	0	0	0	62464000	13687000	10555000	14473000	0	0	0	6452400	0	0	0	10126000	11169000	19096000	0	93445	577150	398720	355020	352670	0	0	0	1674100	805090	620900	851330	0	0	0	379560	0	0	0	595660	656970	526130	0	2522200	18105000	15792000	15518000	13850000	0	0	0	62464000	21731000	16759000	22979000	0	0	0	10245000	0	0	0	16078000	17733000	19096000	Bos taurus				9913	Q2KJ33
0	0	0	10200000	0	0	17683000	11313000	30665000	0	0	0	0	11696000	0	0	0	0	0	0	0	0	0	0	0	0	330830	0	0	775950	652580	1202500	0	0	0	0	530550	0	0	0	0	0	0	0	0	0	0	0	0	12179000	0	0	17683000	10093000	27351000	0	0	0	0	10061000	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q2KJ39
115780000	145060000	2333799936	2619500032	483910016	4917600	4915800064	998700032	7553299968	3584100096	42117000	1414400000	72822000	1016699968	89718000	987650	0	0	0	13553000	1774199936	1656400000	1702300032	1842000	1993700	35419000	40441000	6418400	140500	77978000	15963000	117320000	58701000	857870	21653000	1631800	13200000	1405500	28219	0	0	0	387230	28145000	25222000	27311000	57692000	40578000	601689984	744220032	146420000	13577000	1300999936	263310000	1823600000	1086800000	42346000	407310016	44496000	259470000	37115000	3046300	0	0	0	30650000	440510016	434489984	506910016	Bos taurus				9913	Q2KJ63
28137000	1405100	40673000	32269000	4552000	4282600	28253000	0	61028000	9637300	3994000	3993800	4873500	1769500	0	0	0	0	0	7758300	7023800	4742600	5045600	404100	70256	434310	426050	227600	214130	369320	0	779780	481870	199700	199690	243680	88474	0	0	0	0	0	387910	351190	237130	252280	12006000	2164100	30583000	17250000	7010900	6595900	24788000	0	41477000	14843000	6151500	6151200	7506000	2725300	0	0	0	0	0	11949000	10818000	7304400	7771100	Bos taurus				9913	Q2KJ83
0	5451100	0	0	0	0	0	0	0	0	0	5170800	0	0	0	0	0	1203100	0	0	0	0	0	0	185490	0	0	0	0	0	0	0	0	0	574530	0	0	0	0	0	133680	0	0	0	0	0	0	5451100	0	0	0	0	0	0	0	0	0	8777700	0	0	0	0	0	4952700	0	0	0	0	0	Bos taurus				9913	Q2KJ93
5128500	3566900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320530	93238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6190600	3566900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q2KJC6
8597400	3842300	10012000	6914600	47785000	88587000	0	0	0	0	269670016	37267000	235780000	0	2287300	6946800	201140000	4642400	4125300	0	12498000	21023000	14177000	429870	121120	500610	345730	1925100	2236900	0	0	0	0	9957000	475550	5627000	0	114370	131870	4276900	136520	206260	0	624920	1051100	708870	11593000	3266400	28585000	19741000	51916000	78914000	0	0	0	0	268520000	39335000	190030000	0	0	4724900	157730000	3681700	5562600	0	35684000	28347000	40477000	Bos taurus				9913	Q2KJD0
